Symbol,Name,Price_Intraday,Change,Percentage_Change
HEC,Hudson Executive Investment Corp.,9.85,0.07,0.72
ASFI,"Asta Funding, Inc.",13.08,0,0
ALXN,"Alexion Pharmaceuticals, Inc.",125.26,-0.18,-0.14
MUDSU,Mudrick Capital Acquisition Corporation,13,1.35,11.59
KRUS,"Kura Sushi USA, Inc.",14.83,0.67,4.73
HAFC,Hanmi Financial Corporation,9.03,-0.2,-2.17
MYFW,"First Western Financial, Inc.",15.03,-0.11,-0.73
FRLN,Freeline Therapeutics Holdings plc,17.27,-0.36,-2.04
SAFM,"Sanderson Farms, Inc.",128.5,-1.39,-1.07
LANDP,Gladstone Land Corporation,26.1,-0.07,-0.27
GMBL,"Esports Entertainment Group, Inc.",4.44,-0.1,-2.2
AMGN,Amgen Inc.,231.67,-0.3,-0.13
ADUS,Addus HomeCare Corporation,107.59,1.76,1.66
FIVE,"Five Below, Inc.",140.52,-1.31,-0.92
DISCA,"Discovery, Inc.",20.93,-0.5,-2.33
PTH,Invesco DWA Healthcare Momentum ETF,151.14,0.52,0.35
BPYPO,Brookfield Property Partners L.P.,20.5,-0.11,-0.53
ABDC,Alcentra Capital Corporation,8.9,-0.3,-3.26
IRCP,IRSA Propiedades Comerciales S.A.,8.63,0.19,2.25
VIE,"Viela Bio, Inc.",36.16,-2.38,-6.18
RGP,"Resources Connection, Inc.",10.97,-0.27,-2.4
TCRD,"THL Credit, Inc.",3.61,0.02,0.56
ADSK,"Autodesk, Inc.",259.41,3.49,1.36
BCML,BayCom Corp,12.09,-0.25,-2.03
OMAB,"Grupo Aeroportuario del Centro Norte, S.A.B. de C.V.",41.17,0.02,0.05
FTDR,"frontdoor, inc.",45.92,0.16,0.35
FEIM,"Frequency Electronics, Inc.",10,-0.01,-0.1
CMCSA,Comcast Corporation,44.53,0.18,0.41
MGEN,"Miragen Therapeutics, Inc.",1.04,-0.16,-13.33
NVAX,"Novavax, Inc.",89.86,-3.25,-3.49
MGIC,Magic Software Enterprises Ltd.,13.15,-0.05,-0.38
MIME,Mimecast Limited,42.68,-0.61,-1.41
NFLX,"Netflix, Inc.",514.73,0.97,0.19
IFMK,iFresh Inc.,0.7717,0,0
CLGN,CollPlant Biotechnologies Ltd.,7.25,0.89,13.99
LPTX,"Leap Therapeutics, Inc.",2.2,0.24,12.24
AVGO,Broadcom Inc.,380.62,-0.25,-0.07
FNY,First Trust Mid Cap Growth AlphaDEX Fund,58.2,-0.105,-0.18
SLVO,Credit Suisse X-Links Silver Shares Covered Call ETN,6.6,0.04,0.61
TOCA,Tocagen Inc.,1.26,-0.05,-3.82
NESRW,National Energy Services Reunited Corp WT,0.9301,0,0
PSAC,Property Solutions Acquisition Corp.,9.6881,-0.0219,-0.23
LMBS,First Trust Low Duration Opportunities ETF,51.59,-0.01,-0.02
TXN,Texas Instruments Incorporated,157.74,2.18,1.4
INTC,Intel Corporation,45.39,-0.29,-0.63
FISI,"Financial Institutions, Inc.",17.51,-1.05,-5.66
ACTTW,Act II Global Acquisition Corp.,2.04,0.05,2.51
DKNG,DraftKings Inc.,42.32,-0.71,-1.65
PATI,"Patriot Transportation Holding, Inc.",9.24,0,0
XLNX,"Xilinx, Inc.",134.12,4.19,3.22
VFF,"Village Farms International, Inc.",5.96,0.03,0.51
PHAT,"Phathom Pharmaceuticals, Inc.",41.73,-0.68,-1.6
ASML,ASML Holding N.V.,406.24,8.05,2.02
RFDI,First Trust RiverFront Dynamic Developed International ETF,59.08,0.15,0.25
DLHC,DLH Holdings Corp.,8.95,0.11,1.24
ALRM,"Alarm.com Holdings, Inc.",73.15,8.03,12.33
TACO,"Del Taco Restaurants, Inc.",8,0.02,0.25
VACQU,Vector Acquisition Corp.,10.04,0.04,0.4
IPDN,"Professional Diversity Network, Inc.",1.03,0.01,0.98
TWNK,"Hostess Brands, Inc.",13.53,0.12,0.89
HTLF,"Heartland Financial USA, Inc.",32.52,-1.1,-3.27
RUBI,"the Rubicon Project, Inc.",6.67,0.04,0.6
NFTY,First Trust India NIFTY 50 Equal Weight ETF,33.4,0.19,0.57
KBLMR,KBL Merger Corp. IV,0.392,0.0121,3.19
NTRS,Northern Trust Corporation,81.66,0.08,0.1
IFV,First Trust Dorsey Wright International Focus 5 ETF,20.28,0.09,0.45
AFIB,"Acutus Medical, Inc.",23.03,-0.38,-1.62
CLNE,Clean Energy Fuels Corp.,2.42,-0.145,-5.65
CWCO,Consolidated Water Co. Ltd.,10.07,-0.22,-2.14
ANDE,"The Andersons, Inc.",18.18,-0.7,-3.71
OGI,OrganiGram Holdings Inc.,1.65,0.25,17.86
ANGO,"AngioDynamics, Inc.",11.39,0.04,0.35
AGZD,WisdomTree Interest Rate Hedged U.S. Aggregate Bond Fund,47.0197,0.1397,0.3
LSACW,"LifeSci Acquisition Corp. Warrant
",1.96,0.04,2.08
PT,Pintec Technology Holdings Limited,0.88,-0.016,-1.79
APOP,Cellect Biotechnology Ltd.,1.74,-0.02,-1.14
NTRA,"Natera, Inc.",82.08,5.69,7.45
SG,"Sirius International Insurance Group, Ltd.",11.49,0.34,3.05
HAYN,"Haynes International, Inc.",17.45,-0.25,-1.41
SFBC,"Sound Financial Bancorp, Inc.",28.8,-0.7,-2.37
NEOS,"Neos Therapeutics, Inc.",0.7186,-0.0014,-0.19
PTE,"PolarityTE, Inc.",0.9599,0.0598,6.64
ORMP,Oramed Pharmaceuticals Inc.,2.71,0.06,2.26
GXGXW,GX Acquisition Corp.,1.45,0,0
SYTAW,Siyata Mobile Inc.,2.29,-0.03,-1.29
OXBR,Oxbridge Re Holdings Limited,1.67,0.02,1.21
HOLX,"Hologic, Inc.",75.05,-1.62,-2.11
PWFL,"PowerFleet, Inc.",6.02,0.15,2.56
PHIO,Phio Pharmaceuticals Corp.,2.23,0,0
ERI,"Eldorado Resorts, Inc.",38.24,0.24,0.63
SONM,"Sonim Technologies, Inc.",0.5378,-0.0352,-6.14
EGRX,"Eagle Pharmaceuticals, Inc.",48.29,-1.9,-3.79
CRON,Cronos Group Inc.,7.51,1.045,16.16
IIN,IntriCon Corporation,12.25,0.23,1.91
LAWS,"Lawson Products, Inc.",42.7,-1.04,-2.38
ALACW,Alberton Acquisition Corporation,0.2901,0.0301,11.58
CJJD,"China Jo-Jo Drugstores, Inc.",1.07,0.1113,11.61
TER,"Teradyne, Inc.",100.26,0.94,0.95
IMVTU,"Immunovant, Inc.",32.66,0,0
DEAC,Diamond Eagle Acquisition Corp.,17.53,0.38,2.22
NLNK,NewLink Genetics Corporation,,,0
YLDE,ClearBridge Dividend Strategy ESG ETF,33.5718,-0.0398,-0.12
LPSN,"LivePerson, Inc.",60.32,-0.99,-1.61
PRVB,"Provention Bio, Inc.",13.36,0,0
CDK,"CDK Global, Inc.",46.53,-0.3,-0.64
INBX,"Inhibrx, Inc.",19.03,-0.53,-2.71
PXSAP,Pyxis Tankers Inc.,18,0.2,1.12
SSNC,"SS&C Technologies Holdings, Inc.",64.47,-0.47,-0.72
MILN,Global X Millennials Thematic ETF,33.83,0.41,1.23
BKSC,Bank of South Carolina Corporation,16.59,0.06,0.36
JFKKU,8i Enterprises Acquisition Corp.,10.8,-0.8376,-7.2
YI,"111, Inc.",6.84,0.2,3.01
PYPD,PolyPid Ltd.,9.98,-0.37,-3.57
GNSS,Genasys Inc.,6.2,0.01,0.16
CARG,"CarGurus, Inc.",22.98,0.89,4.03
AAXJ,iShares MSCI All Country Asia ex Japan ETF,83.81,0.12,0.14
NARI,"Inari Medical, Inc.",74.61,2.07,2.85
SUPN,"Supernus Pharmaceuticals, Inc.",23.58,0.55,2.39
RETO,"ReTo Eco-Solutions, Inc.",0.635,-0.015584,-2.4
SMBK,"SmartFinancial, Inc.",14.82,-0.4,-2.63
VCLT,Vanguard Long-Term Corporate Bond Index Fund ETF Shares,108.65,-0.52,-0.48
LUNA,Luna Innovations Incorporated,6.71,0.04,0.6
SDVY,First Trust SMID Cap Rising Dividend Achievers ETF,19.8306,-0.1794,-0.9
VRIG,Invesco Variable Rate Investment Grade ETF,24.88,0,0
VKTXW,"Viking Therapeutics, Inc. Warrants
",4.48,-0.04,-0.88
FTRI,First Trust Indxx Global Natural Resources Income ETF,9.6857,0.0076,0.08
PAYX,"Paychex, Inc.",88.02,1.42,1.64
ETNB,"89bio, Inc.",24.68,-0.04,-0.16
GTHX,"G1 Therapeutics, Inc.",12.06,-0.02,-0.17
SSTI,"ShotSpotter, Inc.",32.49,1.64,5.32
VYMI,Vanguard International High Dividend Yield Index Fund ETF Shares,53.95,0.17,0.32
ARYAU,ARYA Sciences Acquisition Corp.,19.6,-0.4,-2
RCHGU,Recharge Acquisition Corp.,9.9,-0.03,-0.3
EMB,iShares J.P. Morgan USD Emerging Markets Bond ETF,112.76,-0.5,-0.44
YGMZ,MingZhu Logistics Holdings Ltd,3.73,-0.08,-2.1
VERY,"Vericity, Inc.",11,-0.22,-1.96
THBRU,"Thunder Bridge Acquisition II, Ltd.",10.5,0,0
CAPA,"Capital Art, Inc.",10,0.1,1.01
HBANO,Huntington Bancshares Incorporated,25.58,-0.09,-0.35
ESGRP,Enstar Group Limited,27.22,-0.13,-0.48
AIMC,Altra Industrial Motion Corp.,45.94,-0.45,-0.97
CHNA,Loncar China BioPharma ETF,30,-0.4709,-1.55
DOYU,DouYu International Holdings Limited,14.91,-0.44,-2.87
TTTN,TigerShares UP Fintech China-U.S. Internet Titans ETF,45.35,0.35,0.78
FVAM,5:01 Acquisition Corp.,10.05,-0.1,-0.99
GSM,Ferroglobe PLC,0.71,0.0718,11.25
ANDAU,Andina Acquisition Corp. III,10.2,-0.05,-0.49
EDIT,"Editas Medicine, Inc.",30.49,-1.06,-3.36
ESQ,"Esquire Financial Holdings, Inc.",16.2,0.05,0.31
ZION,"Zions Bancorporation, National Association",31.95,-0.63,-1.93
RPTX,Repare Therapeutics Inc.,27.83,-0.81,-2.83
MRSN,"Mersana Therapeutics, Inc.",22.38,-0.95,-4.07
AEP,"American Electric Power Company, Inc.",90.92,0.21,0.23
REYN,Reynolds Consumer Products Inc.,30.12,0.46,1.55
EDTXW,EdtechX Holdings Acquisition Corp. WT EXP 123125,0.58,-0.0199,-3.32
XENE,Xenon Pharmaceuticals Inc.,10.97,-0.88,-7.43
KRNY,Kearny Financial Corp.,8.57,-0.025,-0.29
CNBKA,"Century Bancorp, Inc.",69.76,-2.97,-4.08
SCKT,"Socket Mobile, Inc.",2.51,-0.09,-3.46
SGRY,"Surgery Partners, Inc.",22.26,-0.61,-2.67
SNBP,"Sun BioPharma, Inc.",3.02,0.09,3.07
VSDA,VictoryShares Dividend Accelerator ETF,37.56,0.02,0.05
NKLA,Nikola Corporation,19.58,-0.37,-1.85
FLEX,Flex Ltd.,15.46,0.65,4.39
MPAA,"Motorcar Parts of America, Inc.",16.08,0.31,1.97
MGPI,"MGP Ingredients, Inc.",38.69,-1.11,-2.79
LQDA,"Liquidia Technologies, Inc.",4.5,0.73,19.36
GNMK,"GenMark Diagnostics, Inc.",13.84,0.12,0.87
PFMT,Performant Financial Corporation,0.9979,-0.0321,-3.12
ORGO,Organogenesis Holdings Inc.,4.01,0.11,2.82
RNWK,"RealNetworks, Inc.",1.24,-0.02,-1.59
PFF,iShares Preferred and Income Securities ETF,36.69,-0.15,-0.41
PFI,Invesco DWA Financial Momentum ETF,38.9788,-0.19,-0.49
KRMD,"Repro Med Systems, Inc.",3.98,-0.08,-1.97
SMIT,"Schmitt Industries, Inc.",5.39,-0.03,-0.55
DCT,"Duck Creek Technologies, Inc.",47.18,0.43,0.92
ATAX,"America First Multifamily Investors, L.P.",3.82,-0.02,-0.52
TECTP,"Tectonic Financial, Inc.",7.5301,-1.2699,-14.43
EDAP,EDAP TMS S.A.,4.285,-0.065,-1.49
KTOV,Kitov Pharma Ltd,4.09,-0.02,-0.49
GNRS,Greenrose Acquisition Corp.,9.76,0,0
SHYF,"The Shyft Group, Inc.",21.51,-0.59,-2.67
WSBF,"Waterstone Financial, Inc.",16.77,-0.3,-1.76
HIBB,"Hibbett Sports, Inc.",39.37,-0.11,-0.28
LUNG,Pulmonx Corporation,46.8,-1.42,-2.94
ICLR,ICON Public Limited Company,199.32,-1.12,-0.56
LBRDA,Liberty Broadband Corporation,151.61,0.28,0.19
ADAP,Adaptimmune Therapeutics plc,5.21,-0.1,-1.88
MFINL,Medallion Financial Corp.,25.19,0.11,0.44
ABCB,Ameris Bancorp,29.41,-0.59,-1.97
MTFB,Motif Bio plc,,,0
EWJV,iShares MSCI Japan Value ETF,23.7697,0.2847,1.21
GRIF,"Griffin Industrial Realty, Inc.",54.42,1.43,2.7
NGM,"NGM Biopharmaceuticals, Inc.",18.69,-0.19,-1.01
LBRDK,Liberty Broadband Corporation,152.71,0.35,0.23
CHCI,"Comstock Holding Companies, Inc.",2.6,0.08,3.17
COWNZ,Cowen Inc. 7.35% SR NT 27,25.35,-0.04,-0.16
COLM,Columbia Sportswear Company,78.66,-1.33,-1.66
WDFC,WD-40 Company,258.42,5.79,2.29
USIO,"Usio, Inc.",1.47,-0.06,-3.92
LMRKP,Landmark Infrastructure Partners LP,24.81,-0.05,-0.2
LMRKN,Landmark Infrastructure Partners LP,24.65,-0.05,-0.2
IPHI,Inphi Corporation,154.67,6.71,4.54
PAVM,PAVmed Inc.,1.745,-0.075,-4.12
IEAWW,"Infrastructure and Energy Alternatives, Inc. Warrant",0.95,0.0422,4.65
PRPH,"ProPhase Labs, Inc.",9.49,-0.15,-1.56
FATBP,FAT Brands Inc.,16,0.24,1.52
SNEX,StoneX Group Inc.,55.1,-0.95,-1.69
SALM,"Salem Media Group, Inc.",0.9,0.01,1.12
RPAY,Repay Holdings Corporation,25.93,-0.12,-0.46
NATR,"Nature's Sunshine Products, Inc.",9.99,-0.37,-3.57
CRWD,"CrowdStrike Holdings, Inc.",141.79,2.87,2.07
ESSCU,East Stone Acquisition Corporation,10.0883,0.0482,0.48
IGMS,"IGM Biosciences, Inc.",47.41,-1.51,-3.09
SFNC,Simmons First National Corporation,16.83,-0.41,-2.38
KXIN,Kaixin Auto Holdings,3.65,-0.12,-3.18
MORF,"Morphic Holding, Inc.",26.28,-0.64,-2.38
MTRX,Matrix Service Company,8.21,-0.14,-1.68
THFF,First Financial Corporation,33.89,-0.77,-2.22
MLACU,Malacca Straits Acquisition Company Limited,9.8665,0.0065,0.07
MNCL,Monocle Acquisition Corporation,10.1,-0.1,-0.98
GPAQU,Gordon Pointe Acquisition Corp.,14.46,-2.44,-14.44
ABEO,Abeona Therapeutics Inc.,1.03,-0.01,-0.96
DVAX,Dynavax Technologies Corporation,4.15,0.02,0.48
USLV,VelocityShares 3x Long Silver ETN Linked to the S&P GSCI Silver Index ER,66.52,-0.61,-0.91
HVBC,"HV Bancorp, Inc.",13.2225,-0.2675,-1.98
INOV,"Inovalon Holdings, Inc.",19.62,-0.46,-2.29
GHIV,"Gores Holdings IV, Inc.",9.92,-0.03,-0.3
XNET,Xunlei Limited,2.73,-0.11,-3.87
WMGI,Wright Medical Group N.V.,30.69,-0.03,-0.1
NWPX,Northwest Pipe Company,26.52,-0.76,-2.79
JBSS,"John B. Sanfilippo & Son, Inc.",74.15,-0.4,-0.54
RFEU,First Trust RiverFront Dynamic Europe ETF,60.7504,0.3254,0.54
LDSF,First Trust Low Duration Strategic Focus ETF,20.435,0.044,0.22
CSX,CSX Corporation,86.18,-0.85,-0.98
ALRS,Alerus Financial Corporation,21.81,-1.1,-4.8
AYLA,"Ayala Pharmaceuticals, Inc.",11.4,-0.11,-0.96
IMV,IMV Inc.,3.71,0.35,10.42
KGJI,"Kingold Jewelry, Inc.",0.14,0,0
ASUR,"Asure Software, Inc.",6.99,-0.04,-0.57
FREQ,"Frequency Therapeutics, Inc.",23.29,0.29,1.26
CSOD,"Cornerstone OnDemand, Inc.",41.42,-0.05,-0.12
SIMO,Silicon Motion Technology Corporation,37.42,0.93,2.55
ONCR,"Oncorus, Inc.",20.22,-0.03,-0.15
HCAT,"Health Catalyst, Inc.",35.74,-0.21,-0.58
CLPS,CLPS Incorporation,2.89,-0.12,-3.99
WHLM,"Wilhelmina International, Inc.",3.44,0.1,2.99
TTMI,"TTM Technologies, Inc.",12.49,0.05,0.4
NDAQ,"Nasdaq, Inc.",133.2,-0.01,-0.01
VRTS,"Virtus Investment Partners, Inc.",169.02,-5.27,-3.02
KLIC,"Kulicke and Soffa Industries, Inc.",28.47,0.13,0.46
PBFS,"Pioneer Bancorp, Inc.",9.75,-0.02,-0.2
LOACR,Longevity Acquisition Corporation RT,0.985,0.0151,1.56
AYRO,"Ayro, Inc.",2.83,-0.2,-6.6
UFPI,"Universal Forest Products, Inc.",53.28,-0.72,-1.33
FIIIU,Forum Merger III Corporation,10.08,-0.03,-0.3
CIZ,VictoryShares Developed Enhanced Volatility Wtd ETF,28.69,0.07,0.24
TROW,"T. Rowe Price Group, Inc.",133.74,-3.64,-2.65
VVPR,VivoPower International PLC,7.75,0.09,1.17
BZUN,Baozun Inc.,42.38,2.4,6
IPGP,IPG Photonics Corporation,198.89,1.34,0.68
ASET,FlexShares Real Assets Allocation Index Fund,27.17,0.01,0.04
TCON,"TRACON Pharmaceuticals, Inc.",5.18,-0.34,-6.16
CBIO,"Catalyst Biosciences, Inc.",5.53,-0.28,-4.82
CDMO,"Avid Bioservices, Inc.",8.35,0.08,0.97
CSQ,Calamos Strategic Total Return Fund,13.9,-0.06,-0.43
WBND,Western Asset Total Return ETF,28.53,0.01,0.04
ASRT,"Assertio Therapeutics, Inc.",0.48,-0.19,-28.36
UONE,"Urban One, Inc.",5.12,0.04,0.79
INBKL,First Internet Bancorp SB NT FXD FLG MA,24.7,-0.26,-1.04
RUBY,"Rubius Therapeutics, Inc.",4.42,-0.15,-3.28
SMTX,SMTC Corporation,3.91,0.11,2.89
GDEN,"Golden Entertainment, Inc.",16.17,0.17,1.06
FTHI,First Trust BuyWrite Income ETF,19.86,-0.08,-0.4
SOXX,iShares PHLX Semiconductor ETF,343.3,5.51,1.63
BPOPN,Popular Capital Trust I PFD 6.70% GTD,26.23,-0.27,-1.02
BPOPM,Popular Capital Trust II PFD GTD 6.125%,25.5,-0.49,-1.89
GLYC,"GlycoMimetics, Inc.",2.98,-0.07,-2.3
HCM,Hutchison China MediTech Limited,32.52,-0.51,-1.54
DAKT,"Daktronics, Inc.",4.17,0.1,2.46
VNOM,Viper Energy Partners LP,7.52,-0.08,-1.05
PTC,PTC Inc.,94.84,0.9,0.96
AMCI,AMCI Acquisition Corp.,10.24,-0.01,-0.1
NFE,New Fortress Energy LLC,37.2,-0.48,-1.27
PSCI,Invesco S&P SmallCap Industrials ETF,66.3393,-0.7586,-1.13
OTTR,Otter Tail Corporation,39.8,-0.42,-1.04
NHTC,Natural Health Trends Corp.,5.43,-0.03,-0.55
ASPS,Altisource Portfolio Solutions S.A.,11.05,-0.26,-2.3
AUVI,"Applied UV, Inc.",6.31,0.95,17.72
EFOI,"Energy Focus, Inc.",7.04,-0.05,-0.71
PEGI,Pattern Energy Group Inc.,26.74,0,0
BICK,First Trust BICK Index Fund,32.27,0.17,0.53
JMU,JMU Limited,30.4182,0.0682,0.22
CACG,ClearBridge All Cap Growth ETF,41.2395,0.005,0.01
NEON,Neonode Inc.,8.85,0.29,3.39
DWPP,First Trust Dorsey Wright People's Portfolio ETF,26.29,-0.15,-0.57
BUG,Global X Cybersecurity ETF,22.375,-0.165,-0.73
NBACU,Newborn Acquisition Corp.,10.5,0,0
FBIOP,"Fortress Biotech, Inc.",17.97,0.12,0.67
RILYI,"B. Riley Financial, Inc. - 6.87",24.94,-0.02,-0.08
SY,So-Young International Inc.,11.99,0.21,1.78
TA,TravelCenters of America Inc.,29.14,-1.44,-4.71
IEC,IEC Electronics Corp.,9.69,-0.23,-2.32
MTSL,Mer Telemanagement Solutions Ltd.,1.24,0,0
NBLX,Noble Midstream Partners LP,7.92,-0.19,-2.34
BRQS,"Borqs Technologies, Inc.",0.98,-0.05,-4.85
AUB,Atlantic Union Bankshares Corporation,24.87,-0.61,-2.39
AQST,"Aquestive Therapeutics, Inc.",5.63,0.14,2.55
AIRTP,"Air T, Inc.",23.75,1.25,5.56
HBP,"Huttig Building Products, Inc.",3.63,0.14,4.01
UMPQ,Umpqua Holdings Corporation,12.52,-0.44,-3.4
AVT,"Avnet, Inc.",26.74,0.11,0.41
GULF,WisdomTree Middle East Dividend Fund,16.335,0.13,0.8
UVSP,Univest Financial Corporation,15.64,-0.82,-4.98
AGNCO,AGNC Investment Corp.,21.9,-0.13,-0.59
CRBP,"Corbus Pharmaceuticals Holdings, Inc.",1.13,0,0
GSHD,"Goosehead Insurance, Inc",121.85,-2.34,-1.88
SEIC,SEI Investments Company,52.7,-0.01,-0.02
OCSI,Oaktree Strategic Income Corporation,6.87,-0.06,-0.87
LMNR,Limoneira Company,13.97,0.02,0.14
DYAI,"Dyadic International, Inc.",6.96,0.01,0.14
UBX,"Unity Biotechnology, Inc.",4.21,-0.03,-0.71
FRSX,Foresight Autonomous Holdings Ltd.,0.91,0.0002,0.02
COUP,Coupa Software Incorporated,304.57,-6.91,-2.22
ACCD,"Accolade, Inc.",37.46,0.36,0.97
SNCR,"Synchronoss Technologies, Inc.",2.85,-0.01,-0.35
IBOC,International Bancshares Corporation,27.6,-0.955,-3.34
NTCT,"NetScout Systems, Inc.",21.69,0.35,1.64
GDYN,"Grid Dynamics Holdings, Inc.",8.75,0.59,7.23
NPAUU,New Providence Acquisition Corp.,10.25,0,0
FLXN,"Flexion Therapeutics, Inc.",10.9,-0.84,-7.16
FUV,"Arcimoto, Inc.",6.09,-0.14,-2.25
CDC,VictoryShares US EQ Income Enhanced Volatility Wtd ETF,48.92,-0.3184,-0.65
LOACW,Longevity Acquisition Corporation WT EXP 073125,0.65,0,0
CDAK,"Codiak BioSciences, Inc.",9.09,0.03,0.33
CMPR,Cimpress plc,83.87,-2.91,-3.35
BMCH,"BMC Stock Holdings, Inc.",44.32,-0.73,-1.62
TOTAU,Tottenham Acquisition I Limited,12.85,0,0
RMCF,"Rocky Mountain Chocolate Factory, Inc.",2.65,-0.04,-1.49
AVGR,"Avinger, Inc.",0.247,0.0064,2.66
CFBI,"Community First Bancshares, Inc.",7.34,-0.19,-2.52
RCON,"Recon Technology, Ltd.",1.04,-0.045,-4.15
VRAY,"ViewRay, Inc.",2.78,-0.3,-9.74
ZKIN,"ZK International Group Co., Ltd.",1.76,0.01,0.57
EYES,"Second Sight Medical Products, Inc.",0.758,0.013,1.74
VITL,"Vital Farms, Inc.",36.57,1.07,3.01
ESCA,"Escalade, Incorporated",21.86,-0.34,-1.53
NYMTM,"New York Mortgage Trust, Inc.",19.6,-0.19,-0.96
PIHPP,"1347 Property Insurance Holdings, Inc.",23.4,0.36,1.56
ALNY,"Alnylam Pharmaceuticals, Inc.",130.73,-7.13,-5.17
IBTX,"Independent Bank Group, Inc.",51.35,-0.98,-1.87
LK,Luckin Coffee Inc.,1.38,1.38,0
EPIX,ESSA Pharma Inc.,6.08,-0.13,-2.09
ETFC,E*TRADE Financial Corporation,49.26,0,0
CYAN,Cyanotech Corporation,2.87,-0.28,-8.89
NXTC,"NextCure, Inc.",9.87,-0.8,-7.5
FFIN,"First Financial Bankshares, Inc.",30.6,-0.15,-0.49
PAAS,Pan American Silver Corp.,36.93,0.82,2.27
THOR,"Synthorx, Inc.",67.99,0,0
ODFL,"Old Dominion Freight Line, Inc.",207.02,0.85,0.41
CPIX,Cumberland Pharmaceuticals Inc.,2.92,0.01,0.34
FSFG,"First Savings Financial Group, Inc.",58.26,-1.24,-2.08
APPN,Appian Corporation,90.58,15.36,20.42
CTSO,Cytosorbents Corporation,8.5,-0.39,-4.39
RGNX,REGENXBIO Inc.,30.01,1,3.45
VJET,voxeljet AG,8.39,-0.27,-3.12
HCAP,Harvest Capital Credit Corporation,3.32,-0.02,-0.6
FREE,"Whole Earth Brands, Inc.",8.59,0.14,1.66
ZWZZT,ZWZZT,10.8,0,0
FBNC,First Bancorp,27.39,2.97,12.16
PCRX,"Pacira BioSciences, Inc.",50.47,-2.28,-4.32
MCBS,"MetroCity Bankshares, Inc.",13.63,-0.22,-1.59
LOACU,Longevity Acquisition Corporation,12.2,-0.05,-0.41
IDEX,"Ideanomics, Inc.",0.9397,0.0083,0.89
PUYI,Puyi Inc.,5.35,-0.86,-13.85
ONCT,"Oncternal Therapeutics, Inc.",3.92,0.56,16.67
SRACU,Stable Road Acquisition Corp.,11.1,0,0
VERI,"Veritone, Inc.",9.91,-0.7,-6.6
ZEUS,"Olympic Steel, Inc.",12.28,-0.19,-1.52
NBSE,"NeuBase Therapeutics, Inc.",7.84,-0.1,-1.26
III,"Information Services Group, Inc.",2.41,0.08,3.43
SGLB,"Sigma Labs, Inc.",2.27,-0.01,-0.44
DERM,"Dermira, Inc.",18.75,0,0
XRAY,DENTSPLY SIRONA Inc.,45.74,-0.87,-1.87
CLSN,Celsion Corporation,0.482,0.0064,1.35
MMYT,MakeMyTrip Limited,20,-0.55,-2.68
SBPH,"Spring Bank Pharmaceuticals, Inc.",1.19,-0.1,-7.75
FORK,Fuling Global Inc.,2.33,0,0
VVUS,"VIVUS, Inc.",0.4665,-0.0535,-10.29
RLMD,"Relmada Therapeutics, Inc.",31.89,-0.91,-2.77
ADP,"Automatic Data Processing, Inc.",166.23,3.52,2.16
INFN,Infinera Corporation,6.7,-0.45,-6.29
ZVO,Zovio Inc,3.53,-0.13,-3.55
INFR,Legg Mason Global Infrastructure ETF,27.645,-0.265,-0.95
IMAB,I-Mab,35.69,-0.92,-2.51
HROW,"Harrow Health, Inc.",4.93,0.03,0.61
KOPN,Kopin Corporation,1.4,-0.04,-2.78
ONB,Old National Bancorp,13.98,-0.27,-1.89
NVUS,"Novus Therapeutics, Inc.",20.96,-1.81,-7.95
CLAR,Clarus Corporation,16.93,0.105,0.62
LCNB,LCNB Corp.,13.87,-0.24,-1.7
GLADD,Gladstone Capital Corporation -,25.18,0,0
LVHD,Legg Mason Low Volatility High Dividend ETF,30.1406,-0.0564,-0.19
HLAL,Wahed FTSE USA Shariah ETF,31.1,0.1,0.32
FTXD,First Trust Nasdaq Retail ETF,27.7153,0.1393,0.51
NOVT,Novanta Inc.,120.75,1.32,1.11
VCNX,"Vaccinex, Inc.",1.75,-0.04,-2.23
RFAP,First Trust RiverFront Dynamic Asia Pacific ETF,52.9325,-0.0375,-0.07
VALU,"Value Line, Inc.",28.99,0.93,3.31
PID,Invesco International Dividend Achievers ETF,13.26,-0.09,-0.67
VLYPP,Valley National Bancorp,26.58,-0.1701,-0.64
HYMCZ,Hycroft Mining Holding Corporation,0.275,-0.005,-1.79
PCYG,"Park City Group, Inc.",4.26,-0.13,-2.96
VMD,"Viemed Healthcare, Inc.",9.16,0.36,4.09
REG,Regency Centers Corporation,34.05,-2.13,-5.89
SSPK,Silver Spike Acquisition Corp.,10.11,0.06,0.6
ASRVP,Ameriserv Financial Capital Trust I PFD A GTD 8.45,27.7927,-0.1173,-0.42
XOMA,XOMA Corporation,25.6,-0.8,-3.03
OMCL,"Omnicell, Inc.",91.77,0.09,0.1
PETS,"PetMed Express, Inc.",29.89,-0.56,-1.84
CARV,"Carver Bancorp, Inc.",6.87,0.15,2.23
IIIN,"Insteel Industries, Inc.",22.28,-0.56,-2.45
ALTR,Altair Engineering Inc.,50.05,2.47,5.19
EARS,Auris Medical Holding Ltd.,0.8245,-0.0077,-0.93
OFIX,Orthofix Medical Inc.,35.21,-3.05,-7.97
FITBO,Fifth Third Bancorp,26.72,-0.2,-0.74
IBTB,iShares Trust - iShares iBonds Dec 2022 Term Treasury ETF,25.53,0,0
BBIO,"BridgeBio Pharma, Inc.",39.375,-1.615,-3.94
