Symbol,Name,Price_Intraday,Change,Percentage_Change
MGI,"MoneyGram International, Inc.",5.51,0.04,0.73
TRPX,Therapix Biosciences Ltd.,0.317,-0.313,-49.68
GNRSU,Greenrose Acquisition Corp.,9.98,0.03,0.3
WHLRP,"Wheeler Real Estate Investment Trust, Inc.",9.5,0,0
OFS,OFS Capital Corporation,4.4,0.42,10.55
QQQN,Victory Portfolios II - VictoryShares Nasdaq Next 50 ETF,28.6354,0.2677,0.94
SOHO,Sotherly Hotels Inc.,1.57,0.01,0.64
ELSE,"Electro-Sensors, Inc.",3.5,-0.08,-2.23
AIQ,Global X Future Analytics Tech ETF,25.52,0.19,0.75
SPRO,"Spero Therapeutics, Inc.",13.68,-0.21,-1.51
ARNA,"Arena Pharmaceuticals, Inc.",86.64,0.45,0.52
BANF,BancFirst Corporation,44.51,-0.79,-1.74
BCRX,"BioCryst Pharmaceuticals, Inc.",4.08,-0.155,-3.66
BIS,ProShares UltraShort Nasdaq Biotechnology,29.01,1.21,4.35
SHOO,"Steven Madden, Ltd.",25.74,-0.12,-0.46
RELL,"Richardson Electronics, Ltd.",4.3,-0.06,-1.38
FINX,Global X FinTech ETF,40.17,0.17,0.42
MAACU,Montes Archimedes Acquisition Corp.,9.95,-0.02,-0.2
OLB,"The OLB Group, Inc.",3.6,0.03,0.84
PY,Principal Shareholder Yield Index ETF,29.7108,-0.2425,-0.81
PSCM,Invesco S&P SmallCap Materials ETF,45.4226,0.1929,0.43
TATT,TAT Technologies Ltd.,4.14,-0.05,-1.19
SGBX,"SG Blocks, Inc.",2.53,0.1,4.12
PAAC,Proficient Alpha Acquisition Corp.,7.61,7.61,0
GPAQW,Gordon Pointe Acquisition Corp. Warrant,1.73,-0.42,-19.53
HMTV,"Hemisphere Media Group, Inc.",9.43,-0.41,-4.17
SMTC,Semtech Corporation,63.16,1.52,2.47
MNLO,Menlo Therapeutics Inc.,1.35,-0.03,-2.17
KBNTW,"Kubient, Inc.",1.03,0,0
NWLI,"National Western Life Group, Inc.",183.65,-6.07,-3.2
CBMG,"Cellular Biomedicine Group, Inc.",17.41,-0.15,-0.85
HBANN,Huntington Bancshares Incorporated DSHS 1/40 PFD,26.4,-0.4,-1.49
FENC,Fennec Pharmaceuticals Inc.,7.47,-0.52,-6.51
OCUL,"Ocular Therapeutix, Inc.",12.84,0.84,7
OCSL,Oaktree Specialty Lending Corporation,4.9,-0.02,-0.41
ONEM,"1Life Healthcare, Inc.",31.48,0.24,0.77
SPKEP,"Spark Energy, Inc.",22.76,0.22,0.98
OPI,Office Properties Income Trust,18.09,-0.59,-3.16
QTT,Qutoutiao Inc.,2.35,0.06,2.62
FITBI,Fifth Third Bancorp,28.1,-0.09,-0.32
HFWA,Heritage Financial Corporation,20.15,-0.4,-1.95
SFET,Safe-T Group Ltd,0.979,-0.031,-3.07
LFAC,LF Capital Acquisition Corp.,10.51,0,0
FUNC,First United Corporation,13.19,0.01,0.08
RACA,Therapeutics Acquisition Corp.,13.2,-0.09,-0.68
ALLT,Allot Ltd.,10.06,-0.12,-1.18
CARA,"Cara Therapeutics, Inc.",13.95,0.06,0.43
GEC,"Great Elm Capital Group, Inc.",1.98,-0.12,-5.71
PESI,"Perma-Fix Environmental Services, Inc.",6.11,-0.05,-0.81
REPL,"Replimune Group, Inc.",46.5,-1.78,-3.69
SYNC,"Synacor, Inc.",1.27,0.01,0.79
RCEL,Avita Medical Limited,21.55,-0.46,-2.09
ARYB,ARYA Sciences Acquisition Corp II,10.1,0.09,0.9
PTNR,Partner Communications Company Ltd.,4,0.02,0.5
MOR,MorphoSys AG,26.69,-1.21,-4.34
SBFG,"SB Financial Group, Inc.",15.49,-0.13,-0.83
IRTC,"iRhythm Technologies, Inc.",255.52,19.69,8.35
ORTX,Orchard Therapeutics plc,4.69,0.09,1.96
PDEX,"Pro-Dex, Inc.",34.35,-1.35,-3.78
BNSO,Bonso Electronics International Inc.,4.25,0.21,5.2
RPD,"Rapid7, Inc.",68.59,0.07,0.1
GOGO,Gogo Inc.,8.73,-0.48,-5.21
AEHL,,2.12,0,0
XT,iShares Exponential Technologies ETF,51.98,0.16,0.31
ANPC,"AnPac Bio-Medical Science Co., Ltd.",3.81,-0.13,-3.3
CAPR,"Capricor Therapeutics, Inc.",3.99,-0.11,-2.68
BHF,"Brighthouse Financial, Inc.",31.52,-1.69,-5.09
ISRG,"Intuitive Surgical, Inc.",733.87,5.59,0.77
WAFD,"Washington Federal, Inc.",20.93,-0.52,-2.42
FFBC,First Financial Bancorp.,14.01,-0.28,-1.96
BSJQ,Invesco BulletShares 2026 High Yield Corporate Bond ETF,25.05,-0.03,-0.12
RGCO,"RGC Resources, Inc.",24.58,-0.04,-0.16
SLNG,"Stabilis Energy, Inc.",2.3,0.14,6.48
LAMR,Lamar Advertising Company (REIT),73.8,0.06,0.08
FLWS,"1-800-FLOWERS.COM, Inc.",21.15,-0.1,-0.47
PS,"Pluralsight, Inc.",14.74,-4.26,-22.42
TOTA,Tottenham Acquisition I Limited,10.86,0.11,1.02
CROX,"Crocs, Inc.",58.33,-0.5,-0.85
LILAK,Liberty Latin America Ltd.,9.84,-0.39,-3.81
BOKFL,BOK Financial Corporation,25.57,-0.21,-0.81
SLGN,Silgan Holdings Inc.,36.01,0.12,0.33
SRNE,"Sorrento Therapeutics, Inc.",6.98,-0.17,-2.38
STRM,"Streamline Health Solutions, Inc.",1.5,-0.06,-3.85
LACQ,Leisure Acquisition Corp.,10.5,0,0
SCSC,"ScanSource, Inc.",23.14,0.14,0.61
HHHHU,Wealthbridge Acquisition Limited,10.09,0,0
ZNTL,"Zentalis Pharmaceuticals, LLC",41.38,1.79,4.52
WISA,"Summit Wireless Technologies, Inc.",1.96,-0.01,-0.51
CSWI,"CSW Industrials, Inc.",103.01,-0.31,-0.3
HSKA,Heska Corporation,125.24,3.33,2.73
TELA,"TELA Bio, Inc.",16.33,0,0
TRIP,"TripAdvisor, Inc.",19.98,-0.57,-2.77
TRIL,Trillium Therapeutics Inc.,13.28,-0.47,-3.42
MTBC,"MTBC, Inc.",8.82,0.37,4.38
HBNC,"Horizon Bancorp, Inc.",12.33,-0.375,-2.95
SUSB,iShares ESG 1-5 Year USD Corporate Bond ETF,26.08,-0.02,-0.08
CDW,CDW Corporation,138.05,-0.13,-0.09
PASG,"Passage Bio, Inc.",16.94,0.03,0.18
WLTW,Willis Towers Watson Public Limited Company,192.17,5.45,2.92
CHEK,Check-Cap Ltd.,0.2698,0.0048,1.81
ESSA,"ESSA Bancorp, Inc.",12.85,-0.26,-1.98
RLAY,"Relay Therapeutics, Inc.",43.67,2.55,6.2
CWBR,"CohBar, Inc.",0.9679,-0.0051,-0.52
VLY,Valley National Bancorp,7.5,-0.24,-3.1
PNTG,"The Pennant Group, Inc.",45.53,-0.22,-0.48
SQQQ,ProShares UltraPro Short QQQ,18.83,-0.07,-0.37
TRST,TrustCo Bank Corp NY,5.48,-0.09,-1.62
AUTL,Autolus Therapeutics plc,10.95,-1.06,-8.83
OCFC,OceanFirst Financial Corp.,14.25,-0.44,-3
HWKN,"Hawkins, Inc.",49.13,-2.44,-4.73
PZZA,"Papa John's International, Inc.",83.52,1.24,1.51
FMAO,"Farmers & Merchants Bancorp, Inc.",20.21,-0.5,-2.41
CASH,"Meta Financial Group, Inc.",29.29,-0.83,-2.76
NATI,National Instruments Corporation,34.08,0.39,1.16
TREE,"LendingTree, Inc.",292.41,-2.59,-0.88
GALT,"Galectin Therapeutics, Inc.",2.58,-0.01,-0.39
INO,"Inovio Pharmaceuticals, Inc.",10.53,-0.27,-2.5
MMSI,"Merit Medical Systems, Inc.",51.05,-0.01,-0.02
BMRN,BioMarin Pharmaceutical Inc.,76.74,1.69,2.25
GLAD,Gladstone Capital Corporation,7.58,-0.01,-0.13
SBSI,"Southside Bancshares, Inc.",26.45,-0.08,-0.3
LOAC,Longevity Acquisition Corporation,10.8,0,0
LUMO,"Lumos Pharma, Inc.",14.85,0.35,2.41
TLC,"Taiwan Liposome Company, Ltd.",4.56,-0.07,-1.51
CDEV,"Centennial Resource Development, Inc.",0.6155,-0.0345,-5.31
SOLY,"Soliton, Inc.",8.16,-0.25,-2.97
KEQU,Kewaunee Scientific Corporation,8.01,-0.23,-2.79
HSIC,"Henry Schein, Inc.",61.67,0.1,0.16
CLRO,"ClearOne, Inc.",1.77,-0.04,-2.21
ALXO,ALX Oncology Holdings Inc.,46,0.78,1.72
LSCC,Lattice Semiconductor Corporation,39.58,0.57,1.46
SQLV,Legg Mason Small-Cap Quality Value ETF,24.61,0,0
VOD,Vodafone Group Plc,13.97,-0.14,-0.99
CATB,"Catabasis Pharmaceuticals, Inc.",1.32,-0.06,-4.35
PCSB,PCSB Financial Corporation,14.25,-0.08,-0.56
FUTU,Futu Holdings Limited,34.74,1.38,4.14
JJSF,J & J Snack Foods Corp.,139.38,-3.46,-2.42
ACEV,ACE Convergence Acquisition Corp.,9.71,-0.05,-0.51
FV,First Trust Dorsey Wright Focus 5 ETF,36.84,0.1,0.27
TIBRU,Tiberius Acquisition Corporation,9.99,0,0
TCF,TCF Financial Corporation,27.34,-0.66,-2.36
MWK,"Mohawk Group Holdings, Inc.",9.15,0.05,0.55
ICLK,iClick Interactive Asia Group Limited,7.82,0.19,2.49
PCB,PCB Bancorp,9.74,-0.01,-0.1
DINT,Davis Select International ETF,22.2692,0.0292,0.13
HSAC,Health Sciences Acquisitions Corporation,13.88,-0.76,-5.19
TCFCP,TCF Financial Corporation,26.09,-0.37,-1.4
SGMS,Scientific Games Corporation,36,0.88,2.51
LORL,Loral Space & Communications Inc.,16.78,-0.95,-5.36
AMNB,American National Bankshares Inc.,23,-0.53,-2.25
NBTB,NBT Bancorp Inc.,26.61,-0.52,-1.92
NMMCU,North Mountain Merger Corp.,10.28,0,0
UAL,"United Airlines Holdings, Inc.",34.68,-0.67,-1.9
HCDI,"Harbor Custom Development, Inc.",4.7,0.09,1.95
VNQI,Vanguard Global ex-U.S. Real Estate Index Fund ETF Shares,50.27,-0.12,-0.24
TYME,"Tyme Technologies, Inc.",0.9299,-0.0376,-3.89
FNCB,"FNCB Bancorp, Inc.",5.52,-0.41,-6.91
ESPO,VanEck Vectors Video Gaming and eSports ETF,64.97,0.39,0.6
ISBC,"Investors Bancorp, Inc.",8.26,-0.27,-3.17
MASI,Masimo Corporation,254.94,4.95,1.98
HTGM,"HTG Molecular Diagnostics, Inc.",0.3286,0.0155,4.95
CNNB,"Cincinnati Bancorp, Inc.",9.55,0,0
FBMS,"The First Bancshares, Inc.",23.93,-0.67,-2.72
DCTH,"Delcath Systems, Inc.",11.52,0.07,0.61
PDSB,PDS Biotechnology Corporation,2.38,0.07,3.03
BLMN,"Bloomin' Brands, Inc.",14.46,-0.03,-0.21
AVCT,"American Virtual Cloud Technologies, Inc.",4.14,-0.01,-0.24
FROG,JFrog Ltd.,64.42,-0.55,-0.85
ANDAW,Andina Acquisition Corp. III,0.14,-0.01,-6.67
BLDP,Ballard Power Systems Inc.,15.59,-1.08,-6.48
INSU,Insurance Acquisition Corp.,11.66,-0.32,-2.67
STAA,STAAR Surgical Company,79.77,7.61,10.55
FCFS,"FirstCash, Inc.",56.01,-0.65,-1.15
BCTF,"Bancorp 34, Inc.",10.11,0,0
BPMC,Blueprint Medicines Corporation,98.57,-2.96,-2.92
EMCG,WisdomTree Emerging Markets Consumer Growth Fund,19.9802,0.0564,0.28
PACQW,Pure Acquisition Corp WT,1.26,0.05,4.13
UCBIO,"United Community Banks, Inc.",27.1,0.1,0.37
SKYY,First Trust Cloud Computing ETF,84.04,0.78,0.94
CNFRL,"Conifer Holdings, Inc. - Senior",20.85,0,0
BWAY,Brainsway Ltd.,5.79,-0.04,-0.69
CIDM,Cinedigm Corp.,0.47,-0.0019,-0.4
FAMI,"Farmmi, Inc.",0.877,0.006,0.69
NSYS,Nortech Systems Incorporated,4.735,0.225,4.99
FHB,"First Hawaiian, Inc.",17.3,-0.48,-2.7
MDWD,MediWound Ltd.,3.73,-0.15,-3.87
FBIO,"Fortress Biotech, Inc.",2.31,-0.12,-4.94
CLEU,China Liberal Education Holdings Limited,5.66,0.16,2.91
RADA,RADA Electronic Industries Ltd.,6.8,0.05,0.74
WB,Weibo Corporation,44.17,0.26,0.59
ORSN,Orisun Acquisition Corp.,10.22,0.05,0.49
FATE,"Fate Therapeutics, Inc.",48.28,-1.64,-3.29
ISNS,"Image Sensing Systems, Inc.",4.05,0.22,5.74
SLCT,"Select Bancorp, Inc.",8.05,-0.01,-0.12
PTMN,Portman Ridge Finance Corporation,1.33,0.01,0.76
ANGI,ANGI Homeservices Inc.,10.01,-1.44,-12.58
BIOC,"Biocept, Inc.",4.45,-0.15,-3.26
MGNI,"Magnite, Inc.",11.35,0.76,7.18
USWSW,"U.S. Well Services, Inc. WT EXP 031524",0.026,-0.0036,-12.16
PIZ,Invesco DWA Developed Markets Momentum ETF,32.592,0.152,0.47
DADA,Dada Nexus Limited,36.29,-0.74,-2
AUTO,"AutoWeb, Inc.",2.32,-1.52,-39.58
DAIO,Data I/O Corporation,3.43,0.01,0.29
KBLMU,KBL Merger Corp. IV,8.38,-3.18,-27.51
EDNT,"Edison Nation, Inc.",1.75,0.08,4.79
JRSH,"Jerash Holdings (US), Inc.",4.89,-0.04,-0.81
EXPC,Experience Investment Corp.,9.93,0,0
HECCU,Hudson Executive Investment Corp.,10.35,0.195,1.92
LOCO,"El Pollo Loco Holdings, Inc.",14.98,0.11,0.74
ICUI,"ICU Medical, Inc.",188.26,-0.03,-0.02
MREO,Mereo BioPharma Group plc,2.45,0,0
WTFCM,Wintrust Financial Corporation,26.203,-0.377,-1.42
RUSHA,"Rush Enterprises, Inc.",36.34,-1.41,-3.74
WIX,Wix.com Ltd.,286.29,8.17,2.94
HIHO,Highway Holdings Limited,3.98,0.23,6.13
KRTX,"Karuna Therapeutics, Inc.",106.57,3.84,3.74
GSBC,"Great Southern Bancorp, Inc.",40.1,-1.26,-3.05
CSFL,CenterState Bank Corporation,18.14,0.81,4.67
PDD,Pinduoduo Inc.,114.53,1.46,1.29
CBAN,"Colony Bankcorp, Inc.",12.41,-0.44,-3.42
GRWG,GrowGeneration Corp.,22.98,-0.06,-0.26
NURO,"NeuroMetrix, Inc.",1.58,0.02,1.28
FSBW,"FS Bancorp, Inc.",45.49,-0.96,-2.07
FYX,First Trust Small Cap Core AlphaDEX Fund,62.84,-0.6475,-1.02
DFPH,Healthcare Acquisitions Corp. Class A Common Stock,10.02,-0.02,-0.2
ACWI,iShares MSCI ACWI ETF,83.93,0.11,0.13
CLBK,"Columbia Financial, Inc.",12.93,-0.1,-0.77
NNDM,Nano Dimension Ltd.,3.98,0.21,5.57
AWRE,"Aware, Inc.",2.64,-0.02,-0.75
UMBF,UMB Financial Corporation,61.47,-1.88,-2.97
XELA,"Exela Technologies, Inc.",0.396,-0.009,-2.22
IDYA,"IDEAYA Biosciences, Inc.",13.25,-0.6,-4.33
PCAR,PACCAR Inc,90.09,-0.52,-0.57
NTIC,Northern Technologies International Corporation,8.29,-0.01,-0.12
XPER,Xperi Corporation,13.46,0.01,0.07
LDRI,Invesco LadderRite 0-5 Year Corporate Bond ETF,24.885,0.0006,0
GAINM,Gladstone Investment Corporation,24.77,-0.14,-0.56
APEI,"American Public Education, Inc.",29.2,-0.7,-2.34
KLDO,"Kaleido BioSciences, Inc.",6.73,0.1,1.51
HTLFP,"Heartland Financial USA, Inc.",26.66,0.07,0.26
SIGI,"Selective Insurance Group, Inc.",55.27,0.24,0.44
FCBC,"First Community Bankshares, Inc.",18.92,-0.4,-2.07
MAT,"Mattel, Inc.",14.235,-0.105,-0.73
VTSI,"VirTra, Inc.",3.95,0.12,3.13
VCTR,"Victory Capital Holdings, Inc.",19.16,-0.46,-2.34
BRKS,"Brooks Automation, Inc.",57.45,0.48,0.84
CHTR,"Charter Communications, Inc.",644.49,-2.87,-0.44
DEACW,Diamond Eagle Acquisition Corp.,6.27,0.27,4.5
GLSI,"Greenwich LifeSciences, Inc.",3.885,0.235,6.44
YMAB,"Y-mAbs Therapeutics, Inc.",47.32,-1.38,-2.83
AIRT,"Air T, Inc.",10.01,0.05,0.5
AGRX,"Agile Therapeutics, Inc.",2.92,-0.05,-1.68
ATLC,Atlanticus Holdings Corporation,13.43,-0.33,-2.4
MCRB,"Seres Therapeutics, Inc.",34.59,-0.63,-1.79
TYHT,"Shineco, Inc.",2.73,-0.01,-0.36
HCCI,"Heritage-Crystal Clean, Inc",16.92,-1.24,-6.83
VLGEA,"Village Super Market, Inc.",23.07,0.22,0.96
BLSA,BCLS Acquisition Corp.,10.8,0.05,0.47
CERE,"Ceres, Inc.",10.05,0.23,2.34
CNCE,"Concert Pharmaceuticals, Inc.",10.41,-0.49,-4.5
ADVM,"Adverum Biotechnologies, Inc.",12.02,-0.16,-1.31
OLED,Universal Display Corporation,212.4,0.28,0.13
DDMX,DD3 Acquisition Corp.,9.1,-0.14,-1.52
PSEC,Prospect Capital Corporation,4.97,-0.06,-1.19
FUSB,"First US Bancshares, Inc.",7.11,-0.13,-1.8
EVK,"Ever-Glory International Group, Inc.",1.92,-0.25,-11.52
PKW,Invesco BuyBack Achievers ETF,62.81,-0.47,-0.74
GLPI,"Gaming and Leisure Properties, Inc.",39.68,0.17,0.43
AMCX,AMC Networks Inc.,23.89,0.16,0.67
PLUS,ePlus inc.,75.05,-1.25,-1.64
CNTF,China TechFaith WireleS Communication Technology Limited,,,0
FORR,"Forrester Research, Inc.",40.03,0.35,0.88
ENTA,"Enanta Pharmaceuticals, Inc.",44.28,-1.06,-2.34
ABIL,Ability Inc.,,,0
AMOT,Allied Motion Technologies Inc.,40.05,-1.9,-4.53
BPRN,The Bank of Princeton,20.16,-0.45,-2.18
TSBK,"Timberland Bancorp, Inc.",19.56,-0.43,-2.15
MNPR,Monopar Therapeutics Inc.,4.37,-0.03,-0.68
BNTC,Benitec Biopharma Limited,2.69,-0.12,-4.27
SAEX,"SAExploration Holdings, Inc.",0.3,-0.32,-51.61
BRLIU,Brilliant Acquisition Corporation,10.15,-0.03,-0.29
STNE,StoneCo Ltd.,62.22,1.15,1.88
SINA,SINA Corporation,42.9,0.11,0.26
EDSA,"Edesa Biotech, Inc.",5.73,-0.33,-5.45
SRET,Global X SuperDividend REIT ETF,7.69,-0.15,-1.91
TSHA,"Taysha Gene Therapies, Inc.",20.5,-0.18,-0.87
SIVB,SVB Financial Group,313.37,0.7,0.22
GSMG,Glory Star New Media Group Holdings Limited,2.715,-0.035,-1.27
OXSQL,Oxford Square Capital Corp. 6.50% NT 24,24.71,-0.26,-1.04
DNLI,Denali Therapeutics Inc.,54.24,1.97,3.77
MAXN,"Maxeon Solar Technologies, Ltd",16.94,0.07,0.41
IBCP,Independent Bank Corporation,14.78,-0.3,-1.99
BNGO,"Bionano Genomics, Inc.",0.4801,-0.015,-3.03
ESGU,iShares ESG MSCI USA ETF,80.06,0.09,0.11
ASTC,Astrotech Corporation,1.74,-0.07,-3.87
VRTX,Vertex Pharmaceuticals Incorporated,220.28,0.8,0.36
MANH,"Manhattan Associates, Inc.",94.29,0.65,0.69
STAY,"Extended Stay America, Inc.",12.68,0.22,1.77
AXAS,Abraxas Petroleum Corporation,1.6,0.08,5.26
CZR,Caesars Entertainment Corporation,56.89,0.76,1.35
EBAYL,eBay Inc. NT 56,25.47,-0.04,-0.16
ORLY,"O'Reilly Automotive, Inc.",448.51,-1.6,-0.36
DISCK,"Discovery, Inc.",18.88,-0.48,-2.48
SNCA,"Seneca Biopharma, Inc.",0.5427,-0.0113,-2.04
PSTV,"Plus Therapeutics, Inc.",2.2,0,0
AVCO,Avalon GloboCare Corp.,1.14,-0.03,-2.56
LMST,"Limestone Bancorp, Inc.",10.66,-0.16,-1.48
MNCLU,Monocle Acquisition Corporation,10.2,0,0
FLMNW,Falcon Minerals Corporation WT EXP 072122,0.0876,0.0072,8.96
BLPH,"Bellerophon Therapeutics, Inc.",8.8,-0.37,-4.03
FLDM,Fluidigm Corporation,7.56,0.76,11.18
STND,Standard AVB Financial Corp.,32.72,0.111,0.34
WVFC,WVS Financial Corp.,14.11,-0.04,-0.28
OPRA,Opera Limited,9.24,-0.26,-2.74
GFNCP,General Finance Corporation,101,0,0
REGI,"Renewable Energy Group, Inc.",53.64,-3.71,-6.47
TH,Target Hospitality Corp.,1.385,-0.015,-1.07
BKCC,BlackRock Capital Investment Corporation,2.51,0.06,2.45
RIOT,"Riot Blockchain, Inc.",3.65,-0.1,-2.67
IEI,iShares 3-7 Year Treasury Bond ETF,132.99,-0.16,-0.12
STNL,Sentinel Energy Services Inc.,,,0
TCBI,"Texas Capital Bancshares, Inc.",44.02,-0.53,-1.19
ARWR,"Arrowhead Pharmaceuticals, Inc.",66.45,0.48,0.73
NHICU,NewHold Investment Corp.,9.9388,-0.0512,-0.51
OSS,"One Stop Systems, Inc.",2.33,0.02,0.87
IDSA,"Industrial Services of America, Inc.",,,0
CEZ,VictoryShares Emerging Market Volatility Wtd ETF,24.02,0.1,0.42
ALVR,"AlloVir, Inc.",33.61,0.16,0.48
BIMI,BOQI International Medical Inc.,1.86,0,0
SMBC,"Southern Missouri Bancorp, Inc.",25.89,-0.5,-1.89
SWKS,"Skyworks Solutions, Inc.",146.735,-2.385,-1.6
HOFT,Hooker Furniture Corporation,28.62,-0.26,-0.9
WSBC,"WesBanco, Inc.",23.45,-0.56,-2.33
HOFV,Hall of Fame Resort & Entertainment Company,2.64,-0.77,-22.58
OPB,Opus Bank,19.49,0,0
VOXX,VOXX International Corporation,10.38,-0.43,-3.98
DUOT,"Duos Technologies Group, Inc.",3.56,-0.13,-3.52
BATRK,The Liberty Braves Group,21.39,-0.76,-3.43
CRTO,Criteo S.A.,16.79,-0.21,-1.24
TCCO,Technical Communications Corporation,3.47,0.01,0.29
PXI,Invesco DWA Energy Momentum ETF,12.32,-0.38,-2.99
MCACU,Mountain Crest Acquisition Corp,10.4201,-0.5699,-5.19
WEN,The Wendy's Company,22.24,0.06,0.27
KFFB,Kentucky First Federal Bancorp,6.04,-0.16,-2.58
BLNK,Blink Charging Co.,9.95,0.26,2.68
ATCX,"Atlas Technical Consultants, Inc.",6.9,-0.13,-1.85
CMPI,"Checkmate Pharmaceuticals, Inc.",10.73,-0.16,-1.47
RYTM,"Rhythm Pharmaceuticals, Inc.",22.85,-1.57,-6.43
QCLN,First Trust NASDAQ Clean Edge Green Energy Index Fund,54.02,0.39,0.73
MRVL,Marvell Technology Group Ltd.,45.13,3.65,8.8
INTG,The InterGroup Corporation,31.8,0.37,1.18
OESX,"Orion Energy Systems, Inc.",7.31,0.47,6.87
RWLK,ReWalk Robotics Ltd.,1.15,0.05,4.55
DCPH,"Deciphera Pharmaceuticals, Inc.",60.39,-4.55,-7.01
PSL,Invesco DWA Consumer Staples Momentum ETF,82.59,0.02,0.02
STCN,"Steel Connect, Inc.",0.525,-0.0068,-1.28
QADB,QAD Inc.,30.48,1.27,4.35
QRTEB,"Qurate Retail, Inc.",8.17,0.02,0.25
GLUU,Glu Mobile Inc.,8.79,1.885,27.3
IFEU,iShares Europe Developed Real Estate ETF,35.075,2.3577,7.21
BVXV,BiondVax Pharmaceuticals Ltd.,2.67,-0.08,-2.91
LONE,Lonestar Resources US Inc.,0.25,-0.005,-1.96
PUB,People's Utah Bancorp,22.47,0.52,2.37
FAD,First Trust Multi Cap Growth AlphaDEX Fund,93.9828,0.3809,0.41
STEP,StepStone Group Inc.,27.68,-0.43,-1.53
ARYBW,ARYA Sciences Acquisition Corp II,1.83,-0.01,-0.54
AVEO,"AVEO Pharmaceuticals, Inc.",5.66,-0.17,-2.92
QTRX,Quanterix Corporation,49.7,5.61,12.72
HEPA,"Hepion Pharmaceuticals, Inc.",2.69,-0.03,-1.1
YORW,The York Water Company,43.9,-0.23,-0.52
WTBA,"West Bancorporation, Inc.",17.1,-0.47,-2.68
JACK,Jack in the Box Inc.,84.33,3.69,4.58
ECOLW,"US Ecology, Inc.",6.2,-0.1,-1.59
BTAQU,Burgundy Technology Acquisition Corporation,10.04,0.04,0.4
FALN,iShares Fallen Angels USD Bond ETF,28,-0.05,-0.18
BPTH,"Bio-Path Holdings, Inc.",3.21,-0.03,-0.93
OPOF,Old Point Financial Corporation,15.95,0.09,0.57
ESSC,East Stone Acquisition Corporation,9.82,0.01,0.1
GBLIZ,Global Indemnity Limited,24.99,0,0
WIMI,WiMi Hologram Cloud Inc.,6.15,0.01,0.16
SAII,Software Acquisition Group Inc. II,9.69,0,0
FHK,First Trust Hong Kong AlphaDEX Fund,34.5812,-0.2748,-0.79
BPYU,Brookfield Property REIT Inc.,14.5,-0.83,-5.41
SVRA,Savara Inc.,1.05,-0.07,-6.25
ALGT,Allegiant Travel Company,137.97,-0.97,-0.7
ALGN,"Align Technology, Inc.",477.85,-14.06,-2.86
FPXI,First Trust International Equity Opportunities ETF,62.32,0.06,0.1
GAIN,Gladstone Investment Corporation,8.9,-0.01,-0.11
CNOB,"ConnectOne Bancorp, Inc.",14.87,-0.55,-3.57
AREX,"Approach Resources, Inc.",,,0
AIH,Aesthetic Medical International Holdings Group Limited,5.83,0.25,4.48
GNOM,Global X Genomics & Biotechnology ETF,19.48,-0.25,-1.27
ORBC,ORBCOMM Inc.,5.26,-0.15,-2.77
AMAT,"Applied Materials, Inc.",70.53,0.58,0.83
CSGP,"CoStar Group, Inc.",902.65,-0.95,-0.11
CXSE,WisdomTree China ex-State-Owned Enterprises Fund,63.68,-0.26,-0.41
HLNE,Hamilton Lane Incorporated,72.14,0.67,0.94
WERN,"Werner Enterprises, Inc.",38.65,-0.07,-0.18
GIII,"G-III Apparel Group, Ltd.",14.27,-0.84,-5.56
SHOS,"Sears Hometown and Outlet Stores, Inc.",,,0
HWCC,Houston Wire & Cable Company,2.78,0,0
ANNX,"Annexon, Inc.",23.41,-0.67,-2.78
FTEO,"FRONTEO, Inc.",80.06,0.09,0.11
IGACU,IG Acquisition Corp.,9.97,0,0
RMNI,"Rimini Street, Inc.",3.69,0.46,14.24
VRTU,Virtusa Corporation,49.94,0.06,0.12
INSE,"Inspired Entertainment, Inc.",4.37,-0.03,-0.68
CAAS,"China Automotive Systems, Inc.",3.1,-0.03,-0.96
BCOW,"1895 Bancorp of Wisconsin, Inc.",9.23,0,0
GLRE,"Greenlight Capital Re, Ltd.",7.36,0.225,3.15
TBIO,"Translate Bio, Inc.",14.27,0.35,2.51
TSCBP,"TriState Capital Holdings, Inc.",24.98,-0.02,-0.08
AKTS,"Akoustis Technologies, Inc.",8.24,-0.61,-6.89
KROS,"Keros Therapeutics, Inc.",55.54,0.62,1.13
ETSY,"Etsy, Inc.",146.28,2.64,1.84
USAU,U.S. Gold Corp.,8.9,-0.15,-1.66
REAL,"The RealReal, Inc.",15.62,0.58,3.86
XBIO,"Xenetic Biosciences, Inc.",0.83,-0.044,-5.03
XBIT,XBiotech Inc.,18.55,-0.88,-4.53
ENFC,Entegra Financial Corp.,,,0
INSUU,Insurance Acquisition Corp.,13.21,0,0
RBBN,Ribbon Communications Inc.,4.35,-0.06,-1.36
RDFN,Redfin Corporation,45.11,-2.7,-5.65
BANR,Banner Corporation,36.15,-0.85,-2.3
ASO,"Academy Sports and Outdoors, Inc.",17.5,0.99,6
MCRI,"Monarch Casino & Resort, Inc.",48.94,-0.51,-1.03
HCAC,Hennessy Capital Acquisition Corp. IV,10.27,0.04,0.39
WSTL,"Westell Technologies, Inc.",0.6675,-0.0425,-5.99
CRAI,"CRA International, Inc.",40.87,-1.35,-3.2
DXYN,"The Dixie Group, Inc.",1.3,-0.02,-1.52
PSMT,"PriceSmart, Inc.",66.45,-2.72,-3.93
QIWI,Qiwi plc,15.71,-0.11,-0.7
