,symbol,name,price,changesPercentage,change,dayLow,dayHigh,yearHigh,yearLow,priceAvg50,priceAvg200,avgVolume
2350,GPAQU,Gordon Pointe Acquisition Corp.,14.46,-14.44,-2.44,14.4,17.9,17.98,10.22,14.46,11.556994,1362.0
2351,ABEO,Abeona Therapeutics Inc.,1.03,-0.96,-0.01,1.03,1.06,5.19,0.99,1.2897143,2.3957143,1873510.0
2352,DVAX,Dynavax Technologies Corporation,4.15,0.48,0.02,4.07,4.51,12.44,1.8,4.3197145,6.031643,3634056.0
2353,USLV,VelocityShares 3x Long Silver ETN Linked to the S&P GSCI Silver Index ER,66.52,-0.91,-0.61,65.0772,68.0,254.85,21.3,115.038826,109.18917,29600.0
2354,HVBC,"HV Bancorp, Inc.",13.2225,-1.98,-0.2675,13.11,13.2225,17.25,9.75,13.069258,12.595893,1410.0
2355,INOV,"Inovalon Holdings, Inc.",19.62,-2.29,-0.46,19.35,20.2,27.93,13.39,25.043285,21.85118,454032.0
2356,GHIV,"Gores Holdings IV, Inc.",9.92,-0.3,-0.03,9.9,9.99,11.39,9.3,10.100715,10.246143,535139.0
2357,XNET,Xunlei Limited,2.73,-3.87,-0.11,2.65,2.84,6.1,2.38,3.045143,3.474857,429142.0
2358,WMGI,Wright Medical Group N.V.,30.69,-0.1,-0.03,30.69,30.74,30.74,23.14,30.58343,30.052,1237632.0
2359,NWPX,Northwest Pipe Company,26.52,-2.79,-0.76,26.135,27.22,36.7,18.52,28.007713,25.950787,43120.0
2360,JBSS,"John B. Sanfilippo & Son, Inc.",74.15,-0.54,-0.4,73.89,75.9,103.87,66.35,75.13257,82.35343,56701.0
2361,RFEU,First Trust RiverFront Dynamic Europe ETF,60.7504,0.54,0.3254,60.49,60.7504,63.27,38.28,58.74057,56.25692,910.0
2362,LDSF,First Trust Low Duration Strategic Focus ETF,20.435,0.22,0.044,20.39,20.44,21.731,17.87,20.374342,20.329079,39954.0
2363,CSX,CSX Corporation,86.18,-0.98,-0.85,85.63,87.69,87.89,46.81,79.41829,73.06,4017400.0
2364,ALRS,Alerus Financial Corporation,21.81,-4.8,-1.1,21.81,23.04,23.58,15.05,21.168571,19.935358,31123.0
2365,AYLA,"Ayala Pharmaceuticals, Inc.",11.4,-0.96,-0.11,11.4,12.09,16.5,8.62,12.334143,12.474641,8560.0
2366,IMV,IMV Inc.,3.71,10.42,0.35,3.31,3.72,6.82,1.35,3.8291428,3.7182858,336750.0
2367,KGJI,"Kingold Jewelry, Inc.",0.14,0.0,0.0,0.121,0.1598,2.65,0.11,0.1282857,0.5605,289875.0
2368,ASUR,"Asure Software, Inc.",6.99,-0.57,-0.04,6.85,7.15,9.42,4.3,7.6754284,6.8467855,102934.0
2369,FREQ,"Frequency Therapeutics, Inc.",23.29,1.26,0.29,22.2,23.7,28.78,14.285,21.323143,20.549213,159090.0
2370,CSOD,"Cornerstone OnDemand, Inc.",41.42,-0.12,-0.05,41.02,44.59,64.45,22.22,37.399715,36.641212,539357.0
2371,SIMO,Silicon Motion Technology Corporation,37.42,2.55,0.93,35.7,37.97,53.04,26.72,38.98857,41.67007,270862.0
2372,ONCR,"Oncorus, Inc.",20.22,-0.15,-0.03,20.0101,21.51,22.5,14.6,16.678078,16.678078,124903.0
2373,HCAT,"Health Catalyst, Inc.",35.74,-0.58,-0.21,35.5,36.225,41.26,17.48,35.18086,32.12775,544501.0
2374,CLPS,CLPS Incorporation,2.89,-3.99,-0.12,2.84,3.08,8.86,1.62,3.101543,2.684943,422942.0
2375,WHLM,"Wilhelmina International, Inc.",3.44,2.99,0.1,3.1,3.49,12.92,2.32,3.1234286,3.7267144,38546.0
2376,TTMI,"TTM Technologies, Inc.",12.49,0.4,0.05,12.405,12.82,16.25,8.06,11.969428,11.673429,1343615.0
2377,NDAQ,"Nasdaq, Inc.",133.2,-0.01,-0.01,131.94,133.97,137.94,71.66,125.57657,122.794426,749715.0
2378,VRTS,"Virtus Investment Partners, Inc.",169.02,-3.02,-5.27,168.54,175.79,180.89,55.37,154.63771,127.18057,47793.0
2379,KLIC,"Kulicke and Soffa Industries, Inc.",28.47,0.46,0.13,27.82,28.5752,28.77,16.91,25.156286,23.747572,397793.0
2380,PBFS,"Pioneer Bancorp, Inc.",9.75,-0.2,-0.02,9.72,9.86,15.35,8.02,9.205286,9.05275,21307.0
2381,LOACR,Longevity Acquisition Corporation RT,0.985,1.56,0.0151,0.85,0.99,0.99,0.85,,,
2382,AYRO,"Ayro, Inc.",2.83,-6.6,-0.2,2.71,2.8999,8.75,1.8,2.836,3.4499285,1287662.0
2383,UFPI,"Universal Forest Products, Inc.",53.28,-1.33,-0.72,52.53,54.41,64.2,29.17,55.297714,51.959286,297579.0
2384,FIIIU,Forum Merger III Corporation,10.08,-0.3,-0.03,10.08,10.08,10.52,9.95,10.2338,10.179509,358471.0
2385,CIZ,VictoryShares Developed Enhanced Volatility Wtd ETF,28.69,0.24,0.07,28.67,28.79,33.864,21.76,27.913286,27.356993,7315.0
2386,TROW,"T. Rowe Price Group, Inc.",133.74,-2.65,-3.64,133.34,139.07,148.88,82.51,135.96257,128.51607,1068612.0
2387,VVPR,VivoPower International PLC,7.75,1.17,0.09,7.07,7.78,24.33,0.59,8.892571,4.152193,5128479.0
2388,BZUN,Baozun Inc.,42.38,6.0,2.4,40.0,42.54,47.51,22.19,35.27943,36.30243,1046235.0
2389,IPGP,IPG Photonics Corporation,198.89,0.68,1.34,196.67,200.2,202.58,98.04,181.66914,164.18672,269475.0
2390,ASET,FlexShares Real Assets Allocation Index Fund,27.17,0.04,0.01,27.17,27.2,31.545,19.95,26.798971,26.3634,945.0
2391,TCON,"TRACON Pharmaceuticals, Inc.",5.18,-6.16,-0.34,5.05,5.5,6.37,0.95,5.018,2.8877072,1549798.0
2392,CBIO,"Catalyst Biosciences, Inc.",5.53,-4.82,-0.28,5.4,5.75,8.94,3.43,5.0457144,5.7460713,236104.0
2393,CDMO,"Avid Bioservices, Inc.",8.35,0.97,0.08,8.2301,8.49,9.1,3.02,7.7654285,7.036714,352984.0
2394,CSQ,Calamos Strategic Total Return Fund,13.9,-0.43,-0.06,13.85,13.98,14.68,6.2,13.563143,12.922857,276439.0
2395,WBND,Western Asset Total Return ETF,28.53,0.04,0.01,28.465,28.57,28.85,23.01,28.347713,28.004786,31221.0
2396,ASRT,"Assertio Therapeutics, Inc.",0.48,-28.36,-0.19,0.46,0.67,1.71,0.45,0.6808571,0.81185716,482807.0
2397,UONE,"Urban One, Inc.",5.12,0.79,0.04,5.02,5.84,54.16,0.95,5.127714,7.463286,2340432.0
2398,INBKL,First Internet Bancorp SB NT FXD FLG MA,24.7,-1.04,-0.26,24.7,24.8001,26.47,15.51,24.928772,23.80593,940.0
2399,RUBY,"Rubius Therapeutics, Inc.",4.42,-3.28,-0.15,4.39,4.63,14.44,3.35,4.9387145,5.562143,197306.0
2400,SMTX,SMTC Corporation,3.91,2.89,0.11,3.67,3.92,4.19,1.32,3.5991428,3.2802856,92667.0
2401,GDEN,"Golden Entertainment, Inc.",16.17,1.06,0.17,15.88,17.475,21.67,3.55,13.724857,11.304643,234157.0
2402,FTHI,First Trust BuyWrite Income ETF,19.86,-0.4,-0.08,19.86,19.9425,23.15,10.63,19.30857,19.393143,24675.0
2403,SOXX,iShares PHLX Semiconductor ETF,343.3,1.63,5.51,335.9,344.55,344.55,167.79,313.97916,282.9872,548456.0
