,symbol,name,price,changesPercentage,change,dayLow,dayHigh,yearHigh,yearLow,priceAvg50,priceAvg200,avgVolume
27,BIGC,"BigCommerce Holdings, Inc.",79.5,-6.84,-5.84,78.28,84.0,162.5,63.772,87.176575,88.20597,2881035.0
28,RCKT,"Rocket Pharmaceuticals, Inc.",28.87,-6.69,-2.07,28.55,31.06,34.0,9.01,26.868286,23.235714,279526.0
29,ADPT,Adaptive Biotechnologies Corporation,51.3,0.67,0.34,48.7333,52.88,54.2,15.19,49.434715,42.50311,857342.0
30,TRVI,"Trevi Therapeutics, Inc.",3.24,-5.81,-0.2,3.17,3.43,8.5,1.33,3.6361144,4.1395855,82678.0
31,LSACU,LifeSci Acquisition Corp.,17.0,-9.14,-1.71,16.84,17.0,17.47,8.82,14.866,11.612952,6389.0
32,NWSA,News Corporation,15.16,8.29,1.16,14.79,15.91,15.91,7.9,13.996,12.995071,2188000.0
33,OXSQ,Oxford Square Capital Corp.,2.53,-1.94,-0.05,2.52,2.6,6.26,2.04,2.5185714,2.722357,212492.0
34,DFBH,DFB Healthcare Acquisitions Corp.,3.61,0.56,0.02,3.58,3.64,7.04,1.56,3.4305742,3.6362596,95948.0
35,APTX,Aptinyx Inc.,3.01,-3.53,-0.11,2.97,3.1,6.47,1.6,3.413143,3.708357,1336592.0
36,ALLO,"Allogene Therapeutics, Inc.",27.8,-6.71,-2.0,27.5,29.25,55.0,17.43,36.657715,38.292,650348.0
37,AAXN,"Axon Enterprise, Inc.",122.59,12.99,14.09,116.01,127.49,127.49,50.05,98.42457,88.67836,591743.0
38,IDRA,"Idera Pharmaceuticals, Inc.",3.16,-3.95,-0.13,3.12,3.345,3.47,0.81,2.43,2.0944285,238023.0
39,CLLS,Cellectis S.A.,17.06,-5.9,-1.07,16.76,17.75,22.58,7.32,18.241142,17.419428,172332.0
40,NGHCO,National General Holdings Corp.,25.3,0.0,0.0,25.26,25.3,25.64,7.759,25.288742,24.64347,13078.0
41,ECOL,"US Ecology, Inc.",33.15,-3.41,-1.17,33.04,35.5078,60.89,24.94,32.92486,33.98614,187053.0
42,PRTA,Prothena Corporation plc,12.31,-10.34,-1.42,12.2,13.75,17.63,7.1,11.107857,11.553214,266892.0
43,BGFV,Big 5 Sporting Goods Corporation,9.12,0.55,0.05,8.68,9.29,9.72,0.65,7.7508574,4.577,1460212.0
44,CCD,Calamos Dynamic Convertible and Income Fund,24.92,1.96,0.48,24.31,24.92,25.123,9.62,23.546286,21.795036,95454.0
45,TCMD,"Tactile Systems Technology, Inc.",35.61,2.5,0.87,34.52,36.81,71.65,29.47,36.42057,40.540215,211076.0
46,DMPI,"DelMar Pharmaceuticals, Inc.",1.34,7.2,0.09,1.17,1.35,1.95,0.38,1.46,1.0934688,602444.0
47,BTEC,Principal Healthcare Innovators Index ETF,51.28,-1.31,-0.68,51.1963,52.02,52.727,25.34,49.249313,45.020363,15118.0
48,ACT,AdvisorShares Vice ETF,27.08,0.0,0.0,27.08,27.3,28.16,0.019,26.13598,24.377438,2229.0
49,TIG,"Trean Insurance Group, Inc.",10.11,-4.08,-0.43,9.9,10.68,17.9,9.9,13.099714,14.547284,134920.0
50,IMKTA,"Ingles Markets, Incorporated",36.34,-1.01,-0.37,36.035,37.34,49.14,32.21,37.240284,40.14107,99962.0
51,CNXN,"PC Connection, Inc.",49.78,0.99,0.49,49.03,50.0,56.33,30.1,44.281143,43.743786,73314.0
52,GRVY,"Gravity Co., Ltd.",135.61,1.07,1.44,130.4,136.5,150.0,21.49,126.29229,80.03864,67106.0
53,USOI,Credit Suisse X-Links Crude Oil Shares Covered Call ETNs,4.19,-1.18,-0.05,4.13,4.24,22.105,3.9,4.274343,4.703443,208120.0
54,LFACU,LF Capital Acquisition Corp.,11.5,0.0,0.0,11.5,11.5001,15.351,10.22,12.051429,11.730615,198.0
55,MEOH,Methanex Corporation,29.92,-1.93,-0.59,29.905,30.82,41.55,9.0,27.167429,21.321072,359182.0
56,LMAT,"LeMaitre Vascular, Inc.",35.69,3.0,1.04,34.61,35.79,38.64,18.76,32.97457,29.245285,113523.0
57,KLAC,KLA Corporation,231.68,1.57,3.58,225.72,233.28,233.28,110.19,202.49228,192.32857,1164628.0
58,TSG,The Stars Group Inc.,27.31,0.0,0.0,26.35,28.18,29.35,11.88,27.31,26.564167,0.0
59,NYMTP,"New York Mortgage Trust, Inc.",20.39,0.34,0.07,20.39,20.58,26.51,3.67,20.250856,19.773857,14226.0
60,RFIL,"RF Industries, Ltd.",4.3,0.23,0.01,4.28,4.34,7.07,3.31,4.4451427,4.7549286,36096.0
61,EQIX,"Equinix, Inc. (REIT)",794.39,1.71,13.34,781.72,797.27,839.77,477.87,779.45544,736.4672,359245.0
62,FDUSG,Fidus Investment Corporation 5.375% Notes Due 2024,24.6,0.86,0.21,24.4415,24.6,26.05,14.06,24.543715,23.337957,5928.0
63,CEY,VictoryShares Emerging Market High Div Volatility Wtd ETF,19.58,0.31,0.06,19.53,19.5999,24.607,15.38,18.8498,19.397015,5801.0
64,USLM,"United States Lime & Minerals, Inc.",95.59,1.42,1.34,94.6,96.98,104.0,60.99,94.24,87.094215,3751.0
65,SNGX,"Soligenix, Inc.",1.64,-1.2,-0.02,1.62,1.7,3.54,0.9,1.75,1.9037143,417195.0
66,KFRC,Kforce Inc.,36.64,-2.6,-0.98,36.56,38.11,42.5,20.6,35.46657,32.02786,140710.0
67,BSJS,,25.2501,0.0,0.0001,25.2501,25.38,25.38,24.28,24.7938,24.797,3434.0
68,NDRA,ENDRA Life Sciences Inc.,0.7014,-0.62,-0.00435,0.698,0.72,2.25,0.599,0.7212,0.8376,187481.0
69,NMCI,Navios Maritime Containers L.P.,1.89,5.59,0.1,1.81,1.96,2.165,0.53,1.3374857,0.91800714,223915.0
70,ANAB,"AnaptysBio, Inc.",28.9,-1.16,-0.34,28.66,30.27,31.285,10.08,21.488,19.480785,333592.0
71,CVLT,"Commvault Systems, Inc.",43.52,0.02,0.01,42.925,43.86,51.9,24.26,41.825714,40.7905,281032.0
72,BELFB,Bel Fuse Inc.,12.16,-4.55,-0.58,12.07,12.87,21.5,6.3,10.8525715,10.5715,33548.0
73,KRKR,36Kr Holdings Inc.,2.99,4.55,0.13,2.75,2.99,12.78,2.29,2.733257,3.590043,60262.0
74,MCHP,Microchip Technology Incorporated,125.28,5.83,6.9,120.2,126.79,126.79,53.15,107.98315,101.86971,1970918.0
75,DIOD,Diodes Incorporated,62.93,-0.14,-0.09,61.86,63.59,64.37,31.51,58.781715,51.993214,254654.0
76,EVSIW,"Envision Solar International, Inc.",6.17,7.3,0.42,5.83,6.41,6.41,5.83,,,
77,GRSH,"Gores Holdings III, Inc.",11.15,0.81,0.09,10.98,11.295,12.76,3.095,6.628182,9.844064,1397052.0
78,RNA,Avidity Biosciences LLC,27.98,-0.25,-0.07,26.25,28.33,37.46,23.06,28.442715,28.628605,207631.0
79,LOGI,Logitech International S.A.,93.94,0.27,0.25,93.15,94.58,95.71,31.37,81.81029,68.379715,722687.0
80,NHLDW,National Holdings Corporation,0.0898,0.0,0.0,0.0662,0.0898,0.0898,0.0662,,,
81,AMCA,iShares Russell 1000 Pure U.S. Revenue ETF,29.38,-0.37,-0.11,29.26,29.38,31.492,19.46,28.291456,27.235928,784.0
82,MCMJ,Merida Merger Corp. I,9.93,1.53,0.15,9.82,10.0,10.46,7.72,9.8106575,9.820292,18173.0
83,MGTA,"Magenta Therapeutics, Inc.",6.3,-4.55,-0.3,6.27,6.65,16.19,5.76,6.9657145,7.961786,215829.0
84,VCSH,Vanguard Short-Term Corporate Bond Index Fund ETF Shares,82.84,-0.06,-0.05,82.84,82.88,83.5,71.19,82.845146,82.464714,2464040.0
85,GBIO,Generation Bio Co.,26.49,0.15,0.04,26.05,27.45,32.18,17.0,26.55,24.201923,156175.0
86,OPESU,Opes Acquisition Corp.,12.6,0.0,0.0,12.6,12.6,24.2,10.5,16.259886,17.60465,75.0
87,GMAB,Genmab A/S,39.63,0.51,0.2,38.97,39.795,39.81,16.24,36.538857,33.64993,567745.0
88,FGM,First Trust Germany AlphaDEX Fund,45.6137,-0.16,-0.0745,45.6137,45.72,47.36,24.38,44.736286,42.300213,1764.0
89,NIHD,"NII Holdings, Inc.",2.17,-0.91,-0.02,2.15,2.21,2.21,1.8,2.17,2.17,0.0
90,GOVXW,"GeoVax Labs, Inc.",0.867826,8.46,0.067725,0.867826,0.9,0.9,0.867826,,,
91,FDUS,Fidus Investment Corporation,11.36,0.26,0.03,11.27,11.45,16.17,4.45,10.328857,9.595928,131735.0
92,LMRKO,Landmark Infrastructure Partners LP,24.6,-1.01,-0.25,24.51,24.67,26.185,12.62,24.769543,23.589836,6795.0
93,VTIP,Vanguard Short-Term Inflation-Protected Securities Index Fund ETF Shares,50.63,-0.1,-0.05,50.6,50.657,51.5,46.38,50.81,50.40507,1019723.0
94,VRCA,Verrica Pharmaceuticals Inc.,7.64,2.55,0.19,7.27,7.68,18.67,6.02,8.1591425,9.47225,172604.0
95,ITMR,Itamar Medical Ltd.,21.575,3.48,0.725,20.69,21.575,29.0,7.82,21.16,20.057865,16043.0
96,LBAI,"Lakeland Bancorp, Inc.",10.63,-3.01,-0.33,10.61,11.18,17.63,8.31,10.566857,10.715929,150196.0
97,AIRTW,"Air T, Inc.",0.031,3.33,0.001,0.026,0.031,0.031,0.026,,,
98,GTLS,"Chart Industries, Inc.",84.06,-5.64,-5.02,83.68,89.94,91.98,15.0,78.445145,59.165215,420895.0
99,MYT,"Urban Tea, Inc.",1.63,-3.55,-0.06,1.6,1.71,2.51,0.19,1.741,0.9854643,3338629.0
100,YAYO,"YayYo, Inc.",0.2201,0.0,0.0,0.2201,0.272,4.36,0.07,0.24071428,0.26469785,26503.0
101,TANNI,TravelCenters of America LLC SR NT 8.25%2028,25.52,-0.47,-0.12,25.42,25.52,27.0,11.18,25.740858,24.418642,6546.0
102,PCYO,Pure Cycle Corporation,9.32,-1.89,-0.18,9.2,9.56,13.83,7.18,9.194858,9.506286,73025.0
103,YGYIP,"Youngevity International, Inc.",10.8,3.85,0.4,10.6,10.805,24.803,6.01,11.159743,13.130536,4835.0
104,SRDX,"Surmodics, Inc.",35.18,-3.46,-1.26,35.17,36.69,49.0,22.06,39.481144,41.332428,43745.0
105,FTNT,"Fortinet, Inc.",117.21,-1.92,-2.3,116.88,119.5317,151.95,70.2,121.49486,128.57057,1289785.0
106,SABR,Sabre Corporation,7.08,-5.79,-0.435,7.02,7.68,23.25,3.3,6.6722856,7.32,9298460.0
107,GLADN,Gladstone Capital Corporation,2.12,2.42,0.05,2.04,2.16,6.0,1.5,2.3314705,3.4159124,520643.0
108,AMCIU,AMCI Acquisition Corp.,10.42,1.17,0.12,10.42,10.42,12.75,9.9,11.366285,10.856929,2076.0
109,FPAY,"FlexShopper, Inc.",1.71,1.79,0.03,1.6701,1.73,3.22,0.95,1.7194285,1.6194285,182075.0
110,CMLFU,"CM Life Sciences, Inc.",10.46,0.58,0.06,10.43,10.46,11.36,10.0,10.456971,10.45234,145844.0
111,GBDC,"Golub Capital BDC, Inc.",13.5,0.0,0.0,13.4488,13.68,18.227228,8.893242,13.295143,12.268,478737.0
112,AGNCB,AGNC Investment Corp.,,0.0,,,,,,,,
113,SOHOB,Sotherly Hotels Inc.,5.91,0.17,0.01,5.9,6.0,27.62,2.5,5.6142,7.110793,7171.0
114,DMRC,Digimarc Corporation,31.54,-3.55,-1.16,31.15,33.1979,38.17,9.92,27.540571,18.910786,138831.0
115,PNNT,PennantPark Investment Corporation,3.02,-0.98,-0.03,2.99,3.06,6.86,1.76,3.1548572,3.2905,273748.0
116,TNDM,"Tandem Diabetes Care, Inc.",116.98,-2.22,-2.66,105.7501,119.24,123.74,43.69,113.797714,99.452644,682696.0
117,VCIT,Vanguard Intermediate-Term Corporate Bond Index Fund ETF Shares,96.25,-0.13,-0.13,96.125,96.3355,97.19,78.82,95.88114,94.93757,3244870.0
118,MCFT,"MasterCraft Boat Holdings, Inc.",22.77,-3.27,-0.77,22.61,23.7099,23.94,4.9,19.626286,18.06993,260428.0
119,AMTX,"Aemetis, Inc.",4.32,0.23,0.01,4.01,4.35,5.1,0.371,3.6135714,1.8464643,2390203.0
120,IBEX,IBEX Limited,15.14,-2.32,-0.36,14.69,15.64,18.49,9.27,15.081429,14.542308,146817.0
121,GBLI,Global Indemnity Limited,26.1,2.15,0.55,25.4975,26.655,34.65,17.01,22.795713,23.5565,78906.0
122,SNBR,Sleep Number Corporation,70.02,1.07,0.74,68.05,70.62,70.63,15.27,58.038,45.367928,420367.0
123,DHXM,WildBrain Ltd.,,0.0,,,,,,,,
124,BASI,"Bioanalytical Systems, Inc.",5.49,-0.72,-0.04,5.45,5.52,6.5,3.05,5.0754285,4.9622145,18931.0
125,MRTX,"Mirati Therapeutics, Inc.",230.67,-2.51,-5.93,230.38,237.51,240.58,66.01,188.83714,135.84258,520365.0
126,BPYPN,Brookfield Property Partners L.P.,19.55,-1.51,-0.3,19.54,19.94,25.594,8.0,18.9758,18.550493,34368.0
127,TNXP,Tonix Pharmaceuticals Holding Corp.,0.5623,-1.06,-0.006,0.5506,0.5784,3.08,0.39,0.73142856,0.801,6748120.0
128,CSSE,"Chicken Soup for the Soul Entertainment, Inc.",14.6,4.89,0.68,13.84,14.9,17.9,4.661,14.373714,10.664,50431.0
129,FAB,First Trust Multi Cap Value AlphaDEX Fund,49.88,-1.04,-0.5255,49.76,50.39,58.49,30.41,48.573143,46.845715,4185.0
130,SAUC,"Diversified Restaurant Holdings, Inc.",1.045,0.48,0.005,1.04,1.05,1.05,0.4,1.04,1.04,37207.0
131,BBI,"Brickell Biotech, Inc.",0.5311,-1.65,-0.0089,0.5132,0.535,3.98,0.47,0.76142853,0.9622857,2521964.0
132,DKNGW,DraftKings Inc.,20.0,0.0,20.0,19.18,23.22,23.22,19.18,,,
133,SHY,iShares 1-3 Year Treasury Bond ETF,86.38,0.01,0.01,86.37,86.39,86.8,84.47,86.43857,86.5335,2943910.0
134,NTNX,"Nutanix, Inc.",25.9,2.05,0.52,24.92,26.02,37.86,11.31,23.490858,22.76032,3439937.0
135,NCMI,"National CineMedia, Inc.",2.07,-0.48,-0.01,2.01,2.1,9.85,1.62,2.3617144,2.948,798014.0
136,SAIIU,,9.9,0.0,0.0,9.9,9.9,10.2,9.88,9.957429,9.962368,49565.0
137,RTIX,"RTI Surgical Holdings, Inc.",3.14,-5.71,-0.19,3.12,3.3002,5.4,1.46,1.9411429,2.469091,434026.0
138,ALNA,"Allena Pharmaceuticals, Inc.",1.29,-3.73,-0.05,1.28,1.4,3.39,0.525,1.4097143,1.5634643,1255996.0
139,PETQ,"PetIQ, Inc.",25.82,-15.79,-4.84,25.21,28.0,38.99,15.83,31.259,31.575,352278.0
140,POPE,"Pope Resources, A Delaware Limited Partnership",98.8,0.0,0.0,96.06,103.62,138.99,71.3,98.0,102.09564,0.0
141,UAE,iShares MSCI UAE ETF,10.64,1.33,0.14,10.51,10.64,14.01,8.3,10.616886,10.449678,60529.0
142,WIFI,"Boingo Wireless, Inc.",9.5,-3.55,-0.35,9.46,9.9965,15.92,6.66,9.778286,12.5177145,407467.0
143,AMSF,"Amerisafe, Inc.",61.1,1.34,0.81,60.39,61.88,80.65,48.02,58.065998,61.603928,92337.0
144,AVDL,Avadel Pharmaceuticals plc,5.4,-5.1,-0.29,5.26,5.743,13.49,4.0,5.367429,7.4352145,801271.0
145,SESN,"Sesen Bio, Inc.",1.03,-2.83,-0.03,1.0116,1.06,1.54,0.37,1.208,0.93170714,2201987.0
146,TWST,Twist Bioscience Corporation,99.61,3.12,3.01,93.12,100.11,100.3,18.52,83.334854,58.501858,573493.0
147,CHNR,"China Natural Resources, Inc.",1.21,-0.82,-0.01,1.15,1.26,6.04,0.58,1.2288572,1.1467143,514251.0
148,DGII,Digi International Inc.,16.12,-1.5,-0.245,15.82,16.46,18.99,6.18,15.800858,12.949072,153110.0
149,SIBN,"SI-BONE, Inc.",21.08,-1.59,-0.34,20.9,22.075,26.41,7.2,22.655714,19.280787,267773.0
150,VRA,"Vera Bradley, Inc.",6.67,-2.91,-0.2,6.63,6.89,12.75,3.12,6.915143,5.590071,655393.0
151,AIKI,AIkido Pharma Inc.,0.4991,-1.36,-0.0069,0.49,0.5178,5.52,0.47,0.5677143,0.74892855,1628506.0
152,MMDMW,Modern Media Acquisition Corp. Warrant,10.79,-0.46,-0.05,10.77,10.8,11.77,9.15,10.515142,10.120971,242282.0
153,HOMB,"Home Bancshares, Inc. (Conway, AR)",16.24,-3.39,-0.57,16.1,16.94,21.04,9.71,16.214,15.647072,618154.0
154,NWE,NorthWestern Corporation,52.92,-1.64,-0.88,52.71,54.2725,65.38,47.43,51.65143,54.483,305783.0
155,NWL,Newell Brands Inc.,18.875,-3.5,-0.685,18.71,19.7364,20.8,10.44,17.7,15.9623575,2538696.0
156,XLRN,Acceleron Pharma Inc.,113.44,3.61,3.95,108.355,115.62,124.01,40.52,110.91571,101.28229,368601.0
157,CARO,Carolina Financial Corporation,32.88,-2.81,-0.95,32.51,33.79,43.85,20.72,32.88,29.49,691192.0
158,KTOS,"Kratos Defense & Security Solutions, Inc.",19.53,-2.54,-0.51,19.22,20.15,22.26,5.0,20.066856,18.170572,969610.0
159,FNK,First Trust Mid Cap Value AlphaDEX Fund,29.9442,-1.35,-0.4086,29.9442,30.3614,36.41,17.87,28.935429,27.846786,11915.0
160,SAMAU,Schultze Special Purpose Acquisition Corp.,11.44,0.0,0.0,11.44,11.44,12.42,9.95,10.982857,11.022064,81.0
161,BIB,ProShares Ultra Nasdaq Biotechnology,71.6,-4.21,-3.15,70.59,73.95,83.06,35.49,70.99543,69.79414,137106.0
162,TMDX,"TransMedics Group, Inc.",12.81,-2.88,-0.38,12.7,13.2,20.99,10.1,13.390572,15.9795,173523.0
163,SPNE,SeaSpine Holdings Corporation,13.66,0.0,0.0,13.14,13.865,16.91,4.02,14.483571,12.111536,99354.0
164,LEGN,Legend Biotech Corporation,26.26,-5.95,-1.66,25.97,27.565,43.24,24.64,28.597143,33.218258,223223.0
165,SNDX,"Syndax Pharmaceuticals, Inc.",20.97,-4.38,-0.96,20.62,21.816,22.0,6.32,16.464,16.11457,454693.0
166,RICK,"RCI Hospitality Holdings, Inc.",23.88,-4.02,-1.0,23.88,24.76,27.79,6.52,22.539429,16.39257,90695.0
167,CGROU,Collective Growth Corporation,10.18,0.39,0.04,10.15,10.23,10.668,9.51,10.068143,10.062775,9690.0
168,AOUTV,"American Outdoor Brands, Inc.",19.4,25.24,3.91,16.49,30.01,30.01,16.49,19.4,19.4,106900.0
169,DFHT,Deerfield Healthcare Technology Acquisitions Corp.,10.25,0.0,0.0,10.2,10.25,11.105,9.9,10.276143,10.276143,11111.0
170,SHIPW,Seanergy Maritime Holdings Corp.,0.0189,-12.09,-0.0026,0.017,0.0205,0.0205,0.017,,,
171,LCYAU,"Landcadia Holdings III, Inc",9.97,0.0,0.0,9.9501,9.97,10.02,9.8,9.935715,9.935715,960838.0
172,FEYE,"FireEye, Inc.",14.86,-1.46,-0.22,14.82,15.08,18.34,7.54,13.596857,13.113,3498171.0
173,ROLL,RBC Bearings Incorporated,127.55,0.03,0.04,126.65,129.35,185.06,77.63,123.08114,128.00272,114104.0
174,UTMD,"Utah Medical Products, Inc.",81.25,-2.29,-1.9,81.25,85.0891,112.26,75.33,82.13943,85.95764,9900.0
175,WTFC,Wintrust Financial Corporation,47.63,-3.19,-1.57,47.42,49.99,71.95,22.02,45.725716,43.314144,355978.0
176,BSCE,Invesco BulletShares (R) 2023 USD Emerging Markets Debt ETF,26.19,0.0,0.0,26.19,26.19,26.5,23.76,26.098682,25.81082,878.0
177,BFIT,Global X Health & Wellness Thematic ETF,23.14,0.17,0.04,23.14,23.28,23.28,12.86,22.473515,20.688572,5842.0
178,RSSS,"Research Solutions, Inc.",2.28,0.88,0.02,2.26,2.33,3.7,2.05,2.33,2.584143,58821.0
179,IMBI,"iMedia Brands, Inc.",6.29,2.28,0.14,6.04,6.3438,720.0,1.35,5.7925715,4.4932857,224260.0
180,NMTR,"9 Meters Biopharma, Inc.",0.723,1.12,0.008,0.7056,0.73,1.22,0.37,0.75102854,0.62890714,6486318.0
181,STTK,"Shattuck Labs, Inc.",26.81,-4.11,-1.15,25.96,28.2,29.61,17.51,23.179523,23.179523,411219.0
182,UNB,"Union Bankshares, Inc.",21.95,1.67,0.36,21.375,21.95,38.79,16.5,22.214857,20.069214,6207.0
183,TZACW,Tenzing Acquisition Corp. WT EXP 022325,0.3988,-7.23,-0.0311,0.3988,0.3988,0.3988,0.3988,,,
184,GP,1410662,10.16,-2.68,-0.28,10.1,10.853,23.45,8.22,11.052571,12.4396,562088.0
185,LRMR,"Larimar Therapeutics, Inc.",17.83,-7.04,-1.35,17.12,19.02,243.36015,9.01,17.169285,34.981995,35970.0
186,MDB,"MongoDB, Inc.",252.4,-0.3,-0.75,245.56,253.42,273.01,93.81,243.39685,216.25868,820229.0
187,FAST,Fastenal Company,46.98,1.38,0.64,46.04,47.13,49.86,26.72,45.00857,43.597073,3310139.0
188,ZIONN,"Zions Bancorporation, National Association",25.55,-0.54,-0.14,25.55,25.66,26.21,15.0,25.717714,25.297285,4473.0
189,QUIK,QuickLogic Corporation,2.74,0.37,0.01,2.63,2.76,8.82,2.12,3.022,3.6805713,59654.0
190,DWTR,Invesco DWA Tactical Sector Rotation ETF,35.305,0.0,0.0,35.251,35.33,35.33,31.365,35.305,35.305,0.0
191,CURI,,9.24,0.33,0.03,8.85,9.45,12.057,8.15,9.454118,9.625,81200.0
192,DWAW,AdvisorShares DWA FSM All Cap World ETF,33.4739,0.23,0.078,33.27,33.61,33.61,18.96,31.728086,29.3318,13429.0
193,SVVC,"Firsthand Technology Value Fund, Inc.",3.16,-1.86,-0.06,3.11,3.2604,6.97,2.72,3.6368573,4.079143,31490.0
194,ARCT,Arcturus Therapeutics Holdings Inc.,63.36,3.43,2.1,59.66,64.46,66.24,8.51,49.53514,46.706356,618023.0
195,BBBY,Bed Bath & Beyond Inc.,21.44,-0.28,-0.06,21.265,22.09,26.16,3.43,20.390285,12.204785,9886514.0
196,ARTNA,Artesian Resources Corporation,35.65,-0.54,-0.1929,35.44,35.92,39.6,30.01,35.389145,35.287857,24889.0
197,EVBG,"Everbridge, Inc.",129.75,9.98,11.77,120.0,132.5,165.79,76.215,123.37857,133.14764,506256.0
198,KDMN,"Kadmon Holdings, Inc.",3.19,-8.07,-0.28,3.15,3.45,5.5,2.3,3.7707143,4.241393,2102628.0
199,WABC,Westamerica Bancorporation,52.55,-0.21,-0.11,52.33,53.22,69.08,46.94,54.14686,57.431,99717.0
200,DLPN,"Dolphin Entertainment, Inc.",0.635,0.03,0.0002,0.608,0.635,2.49,0.33,0.6817143,0.78507143,736134.0
201,TDACW,Trident Acquisitions Corp. Warrants ,0.3175,-18.59,-0.0725,0.3157,0.3899,0.3899,0.3157,,,
202,BURG,"Chanticleer Holdings, Inc.",0.3371,-15.96,-0.064,0.3017,0.39,26.7797,0.3,0.34,0.34,2196900.0
203,ATAI,ATA Creativity Global,,0.0,,,,,,,,
204,GOOD,Gladstone Commercial Corporation,16.03,-3.43,-0.57,16.01,16.917,23.18,7.59,16.954857,17.632786,180771.0
205,GMLPP,Golar LNG Partners LP 8.75% CUM PFD A,19.0,-1.77,-0.3431,19.0,19.478,26.25,6.4,19.2902,18.911114,16118.0
206,SANM,Sanmina Corporation,26.7,1.75,0.46,26.22,26.78,34.96,18.34,26.363714,26.8015,419793.0
207,WIRE,Encore Wire Corporation,48.64,0.33,0.16,48.387,48.847,60.76,38.01,47.412285,48.500286,91167.0
208,TCGP,The Carlyle Group L.P.,13.49,6.3,0.8,12.36,13.54,24.0,11.05,14.669853,16.272831,332287.0
209,COGT,"Cogent Biosciences, Inc.",2.45,-1.61,-0.04,2.35,2.56,3.61,0.295,2.7366667,1.9182162,666783.0
210,PDLI,"PDL BioPharma, Inc.",2.24,0.0,0.0,2.23,2.26,3.86,2.09,2.5288572,3.0422857,1007500.0
211,CDTX,"Cidara Therapeutics, Inc.",2.32,-8.66,-0.22,2.17,2.53,4.45,1.3,2.8911428,3.367893,180189.0
212,PBIP,"Prudential Bancorp, Inc.",10.62,-8.13,-0.94,10.62,11.686,18.59,9.53,11.141143,11.344929,11250.0
213,MARA,"Marathon Patent Group, Inc.",2.41,-3.41,-0.085,2.34,2.5301,5.25,0.35,2.2171428,1.6992857,9719601.0
214,MSFT,Microsoft Corporation,223.72,0.19,0.43,218.03,224.32,232.86,132.52,211.55257,202.17229,31823496.0
215,GH,"Guardant Health, Inc.",112.96,-3.8,-4.46,110.63,118.96,118.97,55.9,107.65372,91.98043,928407.0
216,BWMX,"Betterware de Mexico, S.A.P.I. de C.V.",34.16,14.21,4.2494,29.82,35.41,37.82,5.67,22.790943,14.3415785,71132.0
217,RIBT,RiceBran Technologies,0.475,-0.92,-0.0044,0.47,0.5242,2.72,0.37,0.4822857,0.76607144,405568.0
218,IBTD,iShares Trust - iShares iBonds Dec 2023 Term Treasury ETF,25.7,-0.04,-0.01,25.69,25.71,27.94,24.99,25.722858,25.736378,3487.0
219,IBTJ,iShares Trust - iShares iBonds Dec 2029 Term Treasury ETF,26.345,-0.35,-0.0915,26.33,26.36,27.88,25.08,26.4922,26.585922,1706.0
220,BPRAP,Brookfield Property REIT Inc.,16.06,2.55,0.4,15.54,16.15,30.98,7.33,12.396857,21.329565,541398.0
221,GLADL,Gladstone Capital Corporation -,24.82,0.0,0.0,24.565,24.82,27.05,14.73,24.842314,23.97837,2878.0
222,TESS,TESSCO Technologies Incorporated,5.47,-3.7,-0.21,5.45,5.65,12.87,4.12,5.832286,5.840429,27128.0
223,KELYB,"Kelly Services, Inc.",18.13,-2.11,-0.39,17.91,18.99,90.36,10.35,18.131714,17.986643,43401.0
224,FELE,"Franklin Electric Co., Inc.",62.94,-0.88,-0.56,62.64,63.71,65.16,41.25,61.09257,55.557,161396.0
225,CERN,Cerner Corporation,72.96,0.77,0.56,72.01,73.2,80.9,53.08,71.77314,70.81964,1458182.0
226,ERES,984638,9.75,0.0,0.0,9.73,9.75,10.0,9.69,9.741571,9.742625,136347.0
227,MBINP,Merchants Bancorp,26.84,2.09,0.55,26.84,26.84,30.14,16.56,26.161657,25.19958,2184.0
228,FLMN,Falcon Minerals Corporation,2.22,-11.2,-0.28,2.22,2.49,7.25,1.6,2.36,2.68975,157432.0
229,NVIV,InVivo Therapeutics Holdings Corp.,0.528,0.17,0.0009,0.515,0.5357,14.7,0.5,1.086,1.4129286,672728.0
230,DFFN,Diffusion Pharmaceuticals Inc.,0.81,2.53,0.02,0.773,0.8161,1.6,0.21,0.84085715,0.94785714,1030146.0
231,CCCL,"China Ceramics Co., Ltd.",2.42,0.83,0.02,2.27,2.45,5.31,0.78,2.225143,2.218,420537.0
232,PVBC,"Provident Bancorp, Inc.",8.84,-1.23,-0.11,8.84,9.05,12.92,7.21,8.252571,8.262643,38467.0
233,TZACU,Tenzing Acquisition Corp.,10.44,0.0,0.0,10.44,11.05,11.05,10.2,10.44,10.435714,0.0
234,VBLT,Vascular Biogenics Ltd.,1.16,0.0,0.0,1.1256,1.16,1.64,0.9,1.1794286,1.2518142,566210.0
235,FPAYW,"FlexShopper, Inc. WT EXP 092823",4.45,11.25,0.45,3.5,4.45,4.45,3.5,,,
236,KRYS,"Krystal Biotech, Inc.",40.64,-6.42,-2.79,40.235,44.0934,66.85,33.085,45.742,46.250786,126860.0
237,HYMCW,Hycroft Mining Holding Corporation,1.85,3.93,0.07,1.75,1.9,1.9,1.75,,,
